specimen,source,label,family,coords,coordinate_count,active_count,amplitude_u,per_node_gain,filter_l2,push_coverage,push_best_rank,push_best_probability,push_best_token_id,push_best_step,fixed_logit_max_abs_delta,hard_push_hit,free_text
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed4-u+1,ancestor-chain,"4,18,25,28",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.975600004196167,10766,3,2.6126208305358887,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed4-u+1,off-path-matched,"0,1,2,3",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.9750780463218689,10766,3,1.6494865417480469,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed5-u+1,ancestor-chain,"5,18,25,28",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.9745967984199524,10766,3,2.6866698265075684,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed5-u+1,off-path-matched,"0,1,2,3",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.9750780463218689,10766,3,1.6494865417480469,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed6-u+1,ancestor-chain,"6,19,25,28",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.9721282124519348,10766,3,2.771732807159424,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed6-u+1,off-path-matched,"0,1,2,3",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.9750780463218689,10766,3,1.6494865417480469,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed7-u+1,ancestor-chain,"7,19,25,28",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.9720287322998047,10766,3,2.7392139434814453,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed7-u+1,off-path-matched,"0,1,2,3",4,15,1.0,1.361789790232048,2.0,0.9999999403953552,1,0.9750780463218689,10766,3,1.6494865417480469,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,uniform-all-u+2,uniform-all,"0,1,2,3,4,5,6,7,16,17,18,19,24,25,28",15,15,2.0,1.4782804393374118,7.745966692414834,0.9999051690101624,1,0.9589409232139587,10766,3,7.536740303039551,1,"For example, pushing push push, push push, push push, push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n0-u+2,fine-jump,0,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9761376976966858,10766,3,0.7997097969055176,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n1-u+2,fine-jump,1,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9699010252952576,10766,3,1.044400691986084,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n2-u+2,fine-jump,2,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9718263745307922,10766,3,0.643438994884491,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n3-u+2,fine-jump,3,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9725220799446106,10766,3,0.7204627990722656,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n4-u+2,fine-jump,4,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9745913743972778,10766,3,0.5895204544067383,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n5-u+2,fine-jump,5,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9741314053535461,10766,3,0.5460677146911621,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n6-u+2,fine-jump,6,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9734700918197632,10766,3,0.5469238758087158,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n7-u+2,fine-jump,7,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9734658002853394,10766,3,0.47891879081726074,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n0-u+2,upper-jump,16,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9713953733444214,10766,3,1.029062271118164,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n1-u+2,upper-jump,17,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9721928834915161,10766,3,1.010176658630371,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n2-u+2,upper-jump,18,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9768072962760925,10766,3,1.020730972290039,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n3-u+2,upper-jump,19,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9747382402420044,10766,3,0.9539611339569092,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m2n0-u+2,upper-jump,24,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9633780717849731,10766,3,2.1719045639038086,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m2n1-u+2,upper-jump,25,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9769957065582275,10766,3,1.4828171730041504,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m3n0-u+2,upper-jump,28,1,15,2.0,1.4782804393374118,2.0,0.9999999403953552,1,0.9705672860145569,10766,3,1.0176987648010254,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed0-u+2,ancestor-chain,"0,16,24,28",4,15,2.0,1.4782804393374118,4.0,1.0,1,0.972797155380249,10766,3,4.3853840827941895,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed0-u+2,off-path-matched,"1,2,3,4",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9745171070098877,10766,3,1.9456775188446045,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed1-u+2,ancestor-chain,"1,16,24,28",4,15,2.0,1.4782804393374118,4.0,1.0,1,0.9624633193016052,10766,3,4.146550178527832,1," ⁇   ⁇ , ⁇ , push, push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed1-u+2,off-path-matched,"0,2,3,4",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9814708828926086,10766,3,1.5461273193359375,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed2-u+2,ancestor-chain,"2,17,24,28",4,15,2.0,1.4782804393374118,4.0,1.0,1,0.9718173742294312,10766,3,4.259582996368408,1," ⁇   ⁇ , ⁇ , push, push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed2-u+2,off-path-matched,"0,1,3,4",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9796550869941711,10766,3,1.6500978469848633,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed3-u+2,ancestor-chain,"3,17,24,28",4,15,2.0,1.4782804393374118,4.0,1.0,1,0.9657394289970398,10766,3,4.7053022384643555,1," ⁇   ⁇ , ⁇ , push, push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed3-u+2,off-path-matched,"0,1,2,4",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9793415665626526,10766,3,1.7275257110595703,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed4-u+2,ancestor-chain,"4,18,25,28",4,15,2.0,1.4782804393374118,4.0,0.9999998211860657,1,0.9720999002456665,10766,3,2.995012044906616,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed4-u+2,off-path-matched,"0,1,2,3",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9761867523193359,10766,3,2.1414575576782227,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed5-u+2,ancestor-chain,"5,18,25,28",4,15,2.0,1.4782804393374118,4.0,0.9999998211860657,1,0.9712391495704651,10766,3,2.972072124481201,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed5-u+2,off-path-matched,"0,1,2,3",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9761867523193359,10766,3,2.1414575576782227,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed6-u+2,ancestor-chain,"6,19,25,28",4,15,2.0,1.4782804393374118,4.0,0.9999998211860657,1,0.9665883779525757,10766,3,2.897683620452881,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed6-u+2,off-path-matched,"0,1,2,3",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9761867523193359,10766,3,2.1414575576782227,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed7-u+2,ancestor-chain,"7,19,25,28",4,15,2.0,1.4782804393374118,4.0,0.9999998211860657,1,0.966910719871521,10766,3,2.8800320625305176,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed7-u+2,off-path-matched,"0,1,2,3",4,15,2.0,1.4782804393374118,4.0,0.9999999403953552,1,0.9761867523193359,10766,3,2.1414575576782227,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,uniform-all-u+4,uniform-all,"0,1,2,3,4,5,6,7,16,17,18,19,24,25,28",15,15,4.0,1.4995921371300496,15.491933384829668,0.9998336434364319,1,0.9556378126144409,10766,3,7.750622749328613,1,"For example, pushing push push, push push, push push, push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n0-u+4,fine-jump,0,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9763162732124329,10766,3,0.8322591781616211,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n1-u+4,fine-jump,1,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9699940085411072,10766,3,1.088731288909912,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n2-u+4,fine-jump,2,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9719105958938599,10766,3,0.6686426401138306,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n3-u+4,fine-jump,3,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.972598671913147,10766,3,0.74953293800354,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n4-u+4,fine-jump,4,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9747240543365479,10766,3,0.6135959625244141,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n5-u+4,fine-jump,5,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9742442965507507,10766,3,0.5663771629333496,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n6-u+4,fine-jump,6,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9736018180847168,10766,3,0.5676648616790771,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,fine-jump-m0n7-u+4,fine-jump,7,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9735956192016602,10766,3,0.5002813339233398,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n0-u+4,upper-jump,16,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9713894128799438,10766,3,1.076772689819336,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n1-u+4,upper-jump,17,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9721909761428833,10766,3,1.0447109937667847,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n2-u+4,upper-jump,18,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.976925253868103,10766,3,1.0598764419555664,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m1n3-u+4,upper-jump,19,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9748691916465759,10766,3,0.9936587810516357,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m2n0-u+4,upper-jump,24,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9629125595092773,10766,3,2.274216651916504,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m2n1-u+4,upper-jump,25,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9770992398262024,10766,3,1.5331215858459473,1,"For example, push push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,upper-jump-m3n0-u+4,upper-jump,28,1,15,4.0,1.4995921371300496,4.0,0.9999999403953552,1,0.9704466462135315,10766,3,1.0508129596710205,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed0-u+4,ancestor-chain,"0,16,24,28",4,15,4.0,1.4995921371300496,8.0,1.0,1,0.9730592966079712,10766,3,4.619030475616455,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed0-u+4,off-path-matched,"1,2,3,4",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9745371341705322,10766,3,2.02671480178833,1," ⁇ , ⁇ , push, push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed1-u+4,ancestor-chain,"1,16,24,28",4,15,4.0,1.4995921371300496,8.0,1.0,1,0.9615809321403503,10766,3,4.3262224197387695,1," ⁇   ⁇ , ⁇ , push, push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed1-u+4,off-path-matched,"0,2,3,4",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9816896915435791,10766,3,1.6159727573394775,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed2-u+4,ancestor-chain,"2,17,24,28",4,15,4.0,1.4995921371300496,8.0,1.0,1,0.971164345741272,10766,3,4.603668689727783,1," ⁇   ⁇ , ⁇ , push, push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed2-u+4,off-path-matched,"0,1,3,4",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9799478054046631,10766,3,1.712571144104004,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed3-u+4,ancestor-chain,"3,17,24,28",4,15,4.0,1.4995921371300496,8.0,1.0,1,0.9637783169746399,10766,3,5.077526092529297,1," ⁇   ⁇ , ⁇ , push, push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed3-u+4,off-path-matched,"0,1,2,4",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9796437621116638,10766,3,1.8080017566680908,1,"For example, pushing push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed4-u+4,ancestor-chain,"4,18,25,28",4,15,4.0,1.4995921371300496,8.0,0.9999997019767761,1,0.9713799357414246,10766,3,3.151146411895752,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed4-u+4,off-path-matched,"0,1,2,3",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9763442277908325,10766,3,2.227360725402832,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed5-u+4,ancestor-chain,"5,18,25,28",4,15,4.0,1.4995921371300496,8.0,0.9999997615814209,1,0.9705865979194641,10766,3,3.05574369430542,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed5-u+4,off-path-matched,"0,1,2,3",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9763442277908325,10766,3,2.227360725402832,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed6-u+4,ancestor-chain,"6,19,25,28",4,15,4.0,1.4995921371300496,8.0,0.9999997019767761,1,0.9656248688697815,10766,3,2.972287893295288,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed6-u+4,off-path-matched,"0,1,2,3",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9763442277908325,10766,3,2.227360725402832,1,"For more details, push push push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,ancestor-chain-seed7-u+4,ancestor-chain,"7,19,25,28",4,15,4.0,1.4995921371300496,8.0,0.9999997615814209,1,0.9660376310348511,10766,3,2.94759202003479,1,"For example, push push, push push push push push push push push push push"
push-repeat8,推，推，推，推，推，推，推，推。,off-path-seed7-u+4,off-path-matched,"0,1,2,3",4,15,4.0,1.4995921371300496,8.0,0.9999999403953552,1,0.9763442277908325,10766,3,2.227360725402832,1,"For more details, push push push push push push push push push push push push"
sisyphus-single,西西弗每天都推着石头上山顶。,baseline,baseline,,0,11,0.0,1.0,0.0,0.0011491775512695312,11,0.007476075552403927,26,5,0.0,0,"The Westin is a mountainous stone, which is a stone's throw"
sisyphus-single,西西弗每天都推着石头上山顶。,uniform-all-u-4,uniform-all,"0,1,2,3,4,5,16,17,18,24,28",11,11,-4.0,0.6668479883562345,13.2664991614216,0.00040459632873535156,17,0.00841466523706913,30,2,4.876583576202393,0,The Westin of the Western West is a great place to stay in Rome.
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n0-u-4,fine-jump,0,1,11,-4.0,0.6668479883562345,4.0,0.0014031529426574707,13,0.009593112394213676,30,2,0.8859844207763672,0,"The Westin is a mountainous stone for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n1-u-4,fine-jump,1,1,11,-4.0,0.6668479883562345,4.0,0.0009646415710449219,6,0.007943901233375072,26,5,0.9361426830291748,0,The Westin is a stone-somega-sale of the mountain
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n2-u-4,fine-jump,2,1,11,-4.0,0.6668479883562345,4.0,0.0011559724807739258,12,0.0069420780055224895,26,5,0.36127495765686035,0,"The Westin is a mountainous stone for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n3-u-4,fine-jump,3,1,11,-4.0,0.6668479883562345,4.0,0.0010983943939208984,10,0.011740918271243572,30,2,0.6745631694793701,0,"The Westin is a great place to eat in the morning of the mountain,"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n4-u-4,fine-jump,4,1,11,-4.0,0.6668479883562345,4.0,0.0011196136474609375,13,0.010674227960407734,30,2,0.5800094604492188,0,"The Westin is a mountainous stone, which is a stone's throw"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n5-u-4,fine-jump,5,1,11,-4.0,0.6668479883562345,4.0,0.001172482967376709,13,0.010515247471630573,30,2,0.5523233413696289,0,"The Westin is a mountainous stone for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m1n0-u-4,upper-jump,16,1,11,-4.0,0.6668479883562345,4.0,0.0012638568878173828,12,0.0071837459690868855,26,5,0.5772581100463867,0,"The Westin is a mountainous stone, which is a stone's throw"
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m1n1-u-4,upper-jump,17,1,11,-4.0,0.6668479883562345,4.0,0.0011366009712219238,13,0.010947423987090588,30,2,0.6571207046508789,0,"The Westin is a daily necessity for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m1n2-u-4,upper-jump,18,1,11,-4.0,0.6668479883562345,4.0,0.001062154769897461,12,0.01013773214071989,30,2,0.9848499298095703,0,"The Westin is a daily necessity for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m2n0-u-4,upper-jump,24,1,11,-4.0,0.6668479883562345,4.0,0.001160264015197754,11,0.007240536622703075,26,5,0.7944505214691162,0,The Westin is a great place to eat in the morning of the West Mount
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m3n0-u-4,upper-jump,28,1,11,-4.0,0.6668479883562345,4.0,0.0010134577751159668,11,0.006624261382967234,26,5,1.0107841491699219,0,"The Westin is a campsite in the morning of the day of the week,"
sisyphus-single,西西弗每天都推着石头上山顶。,ancestor-chain-seed0-u-4,ancestor-chain,"0,16,24,28",4,11,-4.0,0.6668479883562345,8.0,0.0010252594947814941,14,0.006293571554124355,26,5,2.0257296562194824,0,Westminster Abbey is a great place to spend on the day of the
sisyphus-single,西西弗每天都推着石头上山顶。,off-path-seed0-u-4,off-path-matched,"1,2,3,4",4,11,-4.0,0.6668479883562345,8.0,0.0008428096771240234,14,0.010274828411638737,30,2,1.2085723876953125,0,The Westin is a great place to spend a day in the morning of the
sisyphus-single,西西弗每天都推着石头上山顶。,ancestor-chain-seed1-u-4,ancestor-chain,"1,16,24,28",4,11,-4.0,0.6668479883562345,8.0,0.000849604606628418,11,0.006989650893956423,26,5,2.2308125495910645,0,The Westin is a great place to spend a day in the morning of the
sisyphus-single,西西弗每天都推着石头上山顶。,off-path-seed1-u-4,off-path-matched,"0,2,3,4",4,11,-4.0,0.6668479883562345,8.0,0.0013069510459899902,15,0.008960865437984467,30,2,1.0672492980957031,0,The Westin is a daily necessity for the day of the week of the
sisyphus-single,西西弗每天都推着石头上山顶。,ancestor-chain-seed2-u-4,ancestor-chain,"2,17,24,28",4,11,-4.0,0.6668479883562345,8.0,0.0008074045181274414,17,0.008339747786521912,30,2,2.306321620941162,0,The Westin is a great place to spend a day on the west of the
sisyphus-single,西西弗每天都推着石头上山顶。,off-path-seed2-u-4,off-path-matched,"0,1,3,4",4,11,-4.0,0.6668479883562345,8.0,0.0011186599731445312,12,0.006509174592792988,26,5,1.118520736694336,0,The Westin is a great place to eat in the morning of the West Mount
sisyphus-single,西西弗每天都推着石头上山顶。,ancestor-chain-seed3-u-4,ancestor-chain,"3,17,24,28",4,11,-4.0,0.6668479883562345,8.0,0.000804603099822998,13,0.005679938942193985,26,5,2.5084028244018555,0,The Westin is a great place to spend a day in the morning.
sisyphus-single,西西弗每天都推着石头上山顶。,off-path-seed3-u-4,off-path-matched,"0,1,2,4",4,11,-4.0,0.6668479883562345,8.0,0.0011764168739318848,16,0.005951107945293188,26,5,1.0011811256408691,0,"The Westin is a mountainous stone in the morning, and the way to"
sisyphus-single,西西弗每天都推着石头上山顶。,ancestor-chain-seed4-u-4,ancestor-chain,"4,18,28",3,11,-4.0,0.6668479883562345,6.928203230275509,0.0008633732795715332,16,0.008143297396600246,30,2,1.8842625617980957,0,The Westin is a daily necessity for the day of the week.
sisyphus-single,西西弗每天都推着石头上山顶。,off-path-seed4-u-4,off-path-matched,"0,1,2",3,11,-4.0,0.6668479883562345,6.928203230275509,0.0012503266334533691,14,0.006670285947620869,26,5,0.8914480209350586,0,"The Westin is a mountainous stone, which is a stone's throw"
sisyphus-single,西西弗每天都推着石头上山顶。,ancestor-chain-seed5-u-4,ancestor-chain,"5,18,28",3,11,-4.0,0.6668479883562345,6.928203230275509,0.0009281635284423828,17,0.007790673989802599,30,2,1.9440317153930664,0,The Westin is a daily stroll from the mountain of the West Mount Sin
sisyphus-single,西西弗每天都推着石头上山顶。,off-path-seed5-u-4,off-path-matched,"0,1,2",3,11,-4.0,0.6668479883562345,6.928203230275509,0.0012503266334533691,14,0.006670285947620869,26,5,0.8914480209350586,0,"The Westin is a mountainous stone, which is a stone's throw"
sisyphus-single,西西弗每天都推着石头上山顶。,uniform-all-u-2,uniform-all,"0,1,2,3,4,5,16,17,18,24,28",11,11,-2.0,0.6764616329823152,6.6332495807108,0.0004259943962097168,17,0.00822701957076788,30,2,4.804305553436279,0,The Westin of the Western West is a great place to stay in the world
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n0-u-2,fine-jump,0,1,11,-2.0,0.6764616329823152,2.0,0.0013962984085083008,12,0.0068969931453466415,26,5,0.8611288070678711,0,"The Westin is a mountainous stone for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n1-u-2,fine-jump,1,1,11,-2.0,0.6764616329823152,2.0,0.0009688735008239746,6,0.007926748134195805,26,5,0.9133045673370361,0,The Westin is a stone-somega-sale of the mountain
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n2-u-2,fine-jump,2,1,11,-2.0,0.6764616329823152,2.0,0.001156449317932129,12,0.00695610698312521,26,5,0.3502044677734375,0,"The Westin is a mountainous stone for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n3-u-2,fine-jump,3,1,11,-2.0,0.6764616329823152,2.0,0.0011002421379089355,10,0.01173404697328806,30,2,0.6516780853271484,0,"The Westin is a great place to eat in the morning of the mountain,"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n4-u-2,fine-jump,4,1,11,-2.0,0.6764616329823152,2.0,0.0011203885078430176,13,0.010691256262362003,30,2,0.5618047714233398,0,"The Westin is a mountainous stone, which is a stone's throw"
sisyphus-single,西西弗每天都推着石头上山顶。,fine-jump-m0n5-u-2,fine-jump,5,1,11,-2.0,0.6764616329823152,2.0,0.0011707544326782227,13,0.010541391558945179,30,2,0.5311837196350098,0,"The Westin is a mountainous stone for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m1n0-u-2,upper-jump,16,1,11,-2.0,0.6764616329823152,2.0,0.0012617111206054688,12,0.007185464724898338,26,5,0.5627408027648926,0,"The Westin is a mountainous stone, which is a stone's throw"
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m1n1-u-2,upper-jump,17,1,11,-2.0,0.6764616329823152,2.0,0.0011376738548278809,12,0.010969705879688263,30,2,0.6404244899749756,0,"The Westin is a daily necessity for the day of the week, and"
sisyphus-single,西西弗每天都推着石头上山顶。,upper-jump-m1n2-u-2,upper-jump,18,1,11,-2.0,0.6764616329823152,2.0,0.0010653138160705566,12,0.010185256600379944,30,2,0.9517440795898438,0,"The Westin is a daily necessity for the day of the week, and"
