case,count,offset,protocol_depth,mode,location,tree_nodes,target_logit,target_probability,target_rank,target_margin,vocab_entropy,base_route_entropy,base_local_norm,base_route_max,extra_route_entropy,extra_local_norm,extra_route_max
count2-offset0,2,0,5,mean,cutoff-2,4,0.628422737121582,4.354596512712305e-06,7190,-12.344274520874023,6.2782793045043945,8.289306047126743e-11,21.168991088867188,1.0,8.289306047126743e-11,0.7936376929283142,1.0
count2-offset1,2,1,5,mean,cutoff-2,4,0.6608160138130188,4.4433941184252035e-06,7168,-12.324087142944336,6.294869422912598,8.289306047126743e-11,21.19455337524414,1.0,8.289306047126743e-11,0.7102093696594238,1.0
count2-offset2,2,2,5,mean,cutoff-2,4,0.6872860193252563,4.516614808380837e-06,7098,-12.307743072509766,6.3091230392456055,8.289306047126743e-11,21.184480667114258,1.0,8.289306047126743e-11,0.7085564732551575,1.0
count2-offset3,2,3,5,mean,cutoff-2,4,1.2432299852371216,9.119847163674422e-06,5129,-11.605048179626465,6.513638496398926,8.289306047126743e-11,20.324758529663086,1.0,8.289306047126743e-11,0.750462532043457,1.0
count4-offset0,4,0,5,mean,cutoff-2,4,0.44769519567489624,4.937408903060714e-06,7496,-12.21866512298584,6.261117935180664,8.289306047126743e-11,20.54568862915039,1.0,8.289306047126743e-11,0.7943564057350159,1.0
count4-offset1,4,1,5,mean,cutoff-2,4,0.7598294615745544,7.129421192075824e-06,6412,-11.851273536682129,6.332128047943115,8.289306047126743e-11,20.1511287689209,1.0,8.289306047126743e-11,0.751836895942688,1.0
count4-offset2,4,2,5,mean,cutoff-2,4,0.44769519567489624,4.937407993566012e-06,7496,-12.21866512298584,6.261116981506348,8.289306047126743e-11,20.54568862915039,1.0,8.289306047126743e-11,0.7943564057350159,1.0
count4-offset3,4,3,5,mean,cutoff-2,4,0.7598294615745544,7.129421646823175e-06,6412,-11.851273536682129,6.332128047943115,8.289306047126743e-11,20.1511287689209,1.0,8.289306047126743e-11,0.751836895942688,1.0
count8,8,0,5,mean,cutoff-2,4,1.8251323699951172,1.5857178368605673e-05,4028,-11.051872253417969,6.560328483581543,8.289306047126743e-11,20.231611251831055,1.0,8.289306047126743e-11,0.8373456597328186,1.0
count0,0,0,5,mean,cutoff-3,8,2.3256430625915527,3.3535793590999674e-06,4256,-12.605480194091797,5.019828796386719,1.9341714341258864e-10,20.153759002685547,1.0,1.9341714341258864e-10,0.6035885214805603,1.0
count1-offset0,1,0,5,mean,cutoff-3,8,2.0080511569976807,4.077447101735743e-06,4187,-12.410035133361816,5.221169471740723,1.9341714341258864e-10,19.92399024963379,1.0,1.9341714341258864e-10,0.6942422389984131,1.0
count1-offset1,1,1,5,mean,cutoff-3,8,2.160966396331787,4.261585672793444e-06,4103,-12.365865707397461,5.237942695617676,1.9341714341258864e-10,19.944904327392578,1.0,1.9341714341258864e-10,0.6044144630432129,1.0
count1-offset2,1,2,5,mean,cutoff-3,8,2.2090299129486084,4.216093202558113e-06,4128,-12.37659740447998,5.235210418701172,1.9341714341258864e-10,19.957969665527344,1.0,1.9341714341258864e-10,0.6008013486862183,1.0
count1-offset3,1,3,5,mean,cutoff-3,8,1.8487566709518433,6.512880190712167e-06,3789,-11.941722869873047,5.501152038574219,1.9341714341258864e-10,19.751386642456055,1.0,1.9341714341258864e-10,0.6110411286354065,1.0
count2-offset0,2,0,5,mean,cutoff-3,8,1.5660619735717773,6.585508799616946e-06,3947,-11.930632591247559,5.42000675201416,1.9341714341258864e-10,19.581438064575195,1.0,1.9341714341258864e-10,0.6925120949745178,1.0
count2-offset1,2,1,5,mean,cutoff-3,8,1.628814458847046,6.936866157047916e-06,3882,-11.878653526306152,5.434514045715332,1.9341714341258864e-10,19.57832145690918,1.0,1.9341714341258864e-10,0.6025912165641785,1.0
count2-offset2,2,2,5,mean,cutoff-3,8,1.649131178855896,6.95763401381555e-06,3874,-11.875663757324219,5.479230880737305,1.9341714341258864e-10,19.553268432617188,1.0,1.9341714341258864e-10,0.600875198841095,1.0
count2-offset3,2,3,5,mean,cutoff-3,8,2.0610077381134033,1.3014825526624918e-05,2880,-11.249408721923828,5.631269931793213,1.9341714341258864e-10,18.46954345703125,1.0,1.9341714341258864e-10,0.6416897177696228,1.0
count4-offset0,4,0,5,mean,cutoff-3,8,1.917236089706421,1.3172882972867228e-05,3161,-11.237337112426758,5.585305213928223,1.9341714341258864e-10,18.777511596679688,1.0,1.9341714341258864e-10,0.6933590173721313,1.0
count4-offset1,4,1,5,mean,cutoff-3,8,2.537933349609375,2.5489132895017974e-05,2113,-10.577232360839844,5.491497039794922,1.9341714341258864e-10,18.365455627441406,1.0,1.9341714341258864e-10,0.6430433988571167,1.0
count4-offset2,4,2,5,mean,cutoff-3,8,1.917236089706421,1.3172884791856632e-05,3161,-11.237337112426758,5.585305690765381,1.9341714341258864e-10,18.777511596679688,1.0,1.9341714341258864e-10,0.6933590173721313,1.0
count4-offset3,4,3,5,mean,cutoff-3,8,2.537933349609375,2.5489132895017974e-05,2113,-10.577232360839844,5.491497039794922,1.9341714341258864e-10,18.365455627441406,1.0,1.9341714341258864e-10,0.6430433988571167,1.0
count8,8,0,5,mean,cutoff-3,8,3.9788756370544434,8.298943430418149e-05,967,-9.396713256835938,5.733987808227539,1.9341714341258864e-10,18.730255126953125,1.0,1.9341714341258864e-10,0.7400749921798706,1.0
count0,0,0,5,mean,cutoff-4,16,1.2912418842315674,2.8175518309581093e-06,6163,-12.77963924407959,6.151752948760986,4.1446529541744326e-10,18.41733169555664,1.0,4.1446529541744326e-10,0.3106840252876282,1.0
count1-offset0,1,0,5,mean,cutoff-4,16,1.2181826829910278,3.7649742807843722e-06,5597,-12.489766120910645,6.1776275634765625,4.1446529541744326e-10,18.36939811706543,1.0,4.1446529541744326e-10,0.3518490791320801,1.0
count1-offset1,1,1,5,mean,cutoff-4,16,1.3703738451004028,4.0001896195462905e-06,5512,-12.42916488647461,6.223948001861572,4.1446529541744326e-10,18.375215530395508,1.0,4.1446529541744326e-10,0.310690313577652,1.0
count1-offset2,1,2,5,mean,cutoff-4,16,1.3767716884613037,3.9305814425460994e-06,5559,-12.4467191696167,6.2406229972839355,4.1446529541744326e-10,18.386096954345703,1.0,4.1446529541744326e-10,0.3105393946170807,1.0
count1-offset3,1,3,5,mean,cutoff-4,16,1.3007210493087769,5.787936970591545e-06,4747,-12.059728622436523,6.09137487411499,4.1446529541744326e-10,17.99152946472168,1.0,4.1446529541744326e-10,0.31079337000846863,1.0
count2-offset0,2,0,5,mean,cutoff-4,16,1.0904476642608643,5.625097855954664e-06,4805,-12.088266372680664,5.967538356781006,4.1446529541744326e-10,17.79149055480957,1.0,4.1446529541744326e-10,0.35072535276412964,1.0
count2-offset1,2,1,5,mean,cutoff-4,16,1.2033852338790894,6.145207862573443e-06,4692,-11.999832153320312,6.0128278732299805,4.1446529541744326e-10,17.713624954223633,1.0,4.1446529541744326e-10,0.3106980323791504,1.0
count2-offset2,2,2,5,mean,cutoff-4,16,1.2200825214385986,6.229392056411598e-06,4667,-11.986226081848145,6.040563583374023,4.1446529541744326e-10,17.70829963684082,1.0,4.1446529541744326e-10,0.31054502725601196,1.0
count2-offset3,2,3,5,mean,cutoff-4,16,1.369888186454773,1.0534263310546521e-05,3686,-11.460866928100586,5.951979637145996,4.1446529541744326e-10,16.577287673950195,1.0,4.1446529541744326e-10,0.315449982881546,1.0
count4-offset0,4,0,5,mean,cutoff-4,16,1.4467499256134033,1.2803753634216264e-05,3542,-11.265759468078613,6.239783763885498,4.1446529541744326e-10,16.85135269165039,1.0,4.1446529541744326e-10,0.35145390033721924,1.0
count4-offset1,4,1,5,mean,cutoff-4,16,1.7720983028411865,2.4399205358349718e-05,2464,-10.620935440063477,6.228410720825195,4.1446529541744326e-10,16.333330154418945,1.0,4.1446529541744326e-10,0.3157528042793274,1.0
count4-offset2,4,2,5,mean,cutoff-4,16,1.4467499256134033,1.2803753634216264e-05,3542,-11.265759468078613,6.239784240722656,4.1446529541744326e-10,16.85135269165039,1.0,4.1446529541744326e-10,0.35145390033721924,1.0
count4-offset3,4,3,5,mean,cutoff-4,16,1.7720983028411865,2.4399203539360315e-05,2464,-10.620935440063477,6.228410720825195,4.1446529541744326e-10,16.333330154418945,1.0,4.1446529541744326e-10,0.3157528042793274,1.0
count8,8,0,5,mean,cutoff-4,16,2.1184887886047363,4.0732753404881805e-05,1775,-10.108436584472656,6.436166763305664,4.1446529541744326e-10,16.601171493530273,1.0,4.1446529541744326e-10,0.38417139649391174,1.0
count0,0,0,5,mean,cutoff-5,32,0.35091865062713623,2.043825134023791e-06,5671,-13.100685119628906,5.917320251464844,0.6683012843132019,16.710765838623047,0.6109942197799683,0.6931471824645996,0.5302810072898865,0.5000001192092896
count1-offset0,1,0,5,mean,cutoff-5,32,0.6537930369377136,2.200453764089616e-06,5265,-13.02684497833252,5.407916069030762,0.6682454347610474,17.005054473876953,0.6111177206039429,0.6931471824645996,0.5279452800750732,0.5000024437904358
count1-offset1,1,1,5,mean,cutoff-5,32,0.6702482104301453,2.2359822651196737e-06,5223,-13.010828018188477,5.41792631149292,0.6685507893562317,17.018295288085938,0.610440194606781,0.6931471824645996,0.5302874445915222,0.5000001788139343
count1-offset2,1,2,5,mean,cutoff-5,32,0.6582202315330505,2.282185960211791e-06,5242,-12.990374565124512,5.506039619445801,0.6692901849746704,16.96784210205078,0.6087812185287476,0.6931471824645996,0.5303150415420532,0.5000001788139343
count1-offset3,1,3,5,mean,cutoff-5,32,0.9865317344665527,2.7360829335520975e-06,4380,-12.808980941772461,4.536145210266113,0.6703755855560303,17.1867618560791,0.6062971949577332,0.6931471824645996,0.530316174030304,0.5000002980232239
count2-offset0,2,0,5,mean,cutoff-5,32,0.9979684948921204,2.703860218389309e-06,4315,-12.82082748413086,4.2816667556762695,0.6710985898971558,17.17015266418457,0.604608952999115,0.6931471824645996,0.5279537439346313,0.500002384185791
count2-offset1,2,1,5,mean,cutoff-5,32,1.0469168424606323,2.6815578166861087e-06,4223,-12.829110145568848,4.140336990356445,0.6699371337890625,17.2091121673584,0.6073077321052551,0.6931471824645996,0.5302732586860657,0.5000001192092896
count2-offset2,2,2,5,mean,cutoff-5,32,1.029393196105957,2.799867843350512e-06,4248,-12.785935401916504,4.270693778991699,0.6714441776275635,17.148557662963867,0.6037918925285339,0.6931471824645996,0.5303135514259338,0.5000001788139343
count2-offset3,2,3,5,mean,cutoff-5,32,1.355438470840454,5.850077286595479e-06,3489,-12.049050331115723,4.749841690063477,0.6734746098518372,16.08856964111328,0.5988515019416809,0.6931471824645996,0.5302392840385437,0.5000008344650269
count4-offset0,4,0,5,mean,cutoff-5,32,1.7213938236236572,8.012489161046688e-06,2842,-11.734500885009766,4.3973259925842285,0.6652363538742065,16.67938995361328,0.6175800561904907,0.6931471824645996,0.527897298336029,0.5000024437904358
count4-offset1,4,1,5,mean,cutoff-5,32,2.082296848297119,1.4328470570035279e-05,2201,-11.153247833251953,4.551814556121826,0.6711529493331909,16.162931442260742,0.6044809222221375,0.6931471824645996,0.5302324891090393,0.5000008344650269
count4-offset2,4,2,5,mean,cutoff-5,32,1.7213938236236572,8.01249007054139e-06,2842,-11.734500885009766,4.397326469421387,0.6652363538742065,16.67938995361328,0.6175800561904907,0.6931471824645996,0.527897298336029,0.5000024437904358
count4-offset3,4,3,5,mean,cutoff-5,32,2.082296848297119,1.4328467841551173e-05,2201,-11.153247833251953,4.551814079284668,0.6711529493331909,16.162931442260742,0.6044809222221375,0.6931471824645996,0.5302324891090393,0.5000008344650269
count8,8,0,5,mean,cutoff-5,32,3.1283016204833984,8.561636786907911e-05,900,-9.365548133850098,5.992264747619629,0.6417828798294067,16.53816795349121,0.6588689088821411,0.6931471824645996,0.5288111567497253,0.5000017881393433
count0,0,0,5,mean,full,-1,0.35091865062713623,2.043825134023791e-06,5671,-13.100685119628906,5.917320251464844,,,,,,
count1-offset0,1,0,5,mean,full,-1,0.6537930369377136,2.200453764089616e-06,5265,-13.02684497833252,5.407916069030762,,,,,,
count1-offset1,1,1,5,mean,full,-1,0.6702482104301453,2.2359822651196737e-06,5223,-13.010828018188477,5.41792631149292,,,,,,
count1-offset2,1,2,5,mean,full,-1,0.6582202315330505,2.282185960211791e-06,5242,-12.990374565124512,5.506039619445801,,,,,,
count1-offset3,1,3,5,mean,full,-1,0.9865317344665527,2.7360829335520975e-06,4380,-12.808980941772461,4.536145210266113,,,,,,
count2-offset0,2,0,5,mean,full,-1,0.9979684948921204,2.703860218389309e-06,4315,-12.82082748413086,4.2816667556762695,,,,,,
count2-offset1,2,1,5,mean,full,-1,1.0469168424606323,2.6815578166861087e-06,4223,-12.829110145568848,4.140336990356445,,,,,,
count2-offset2,2,2,5,mean,full,-1,1.029393196105957,2.799867843350512e-06,4248,-12.785935401916504,4.270693778991699,,,,,,
count2-offset3,2,3,5,mean,full,-1,1.355438470840454,5.850077286595479e-06,3489,-12.049050331115723,4.749841690063477,,,,,,
count4-offset0,4,0,5,mean,full,-1,1.7213938236236572,8.012489161046688e-06,2842,-11.734500885009766,4.3973259925842285,,,,,,
count4-offset1,4,1,5,mean,full,-1,2.082296848297119,1.4328470570035279e-05,2201,-11.153247833251953,4.551814556121826,,,,,,
count4-offset2,4,2,5,mean,full,-1,1.7213938236236572,8.01249007054139e-06,2842,-11.734500885009766,4.397326469421387,,,,,,
count4-offset3,4,3,5,mean,full,-1,2.082296848297119,1.4328467841551173e-05,2201,-11.153247833251953,4.551814079284668,,,,,,
count8,8,0,5,mean,full,-1,3.1283016204833984,8.561636786907911e-05,900,-9.365548133850098,5.992264747619629,,,,,,
count0,0,0,6,native,cutoff-0,1,4.437286853790283,1.3125101361310954e-07,10613,-15.846153259277344,4.214630603790283,-0.0,33.708805084228516,1.0,-0.0,1.1142842769622803,1.0
count1-offset0,1,0,6,native,cutoff-0,1,4.833385944366455,2.733165160861972e-07,9426,-15.112634658813477,4.62916374206543,-0.0,32.80732345581055,1.0,-0.0,1.18772292137146,1.0
count1-offset1,1,1,6,native,cutoff-0,1,6.019843101501465,7.05422507962794e-07,6423,-14.164467811584473,4.943300247192383,-0.0,34.81564712524414,1.0,-0.0,1.3780442476272583,1.0
count1-offset2,1,2,6,native,cutoff-0,1,5.9530134201049805,6.36591494185268e-07,6717,-14.267136573791504,5.0136284828186035,-0.0,34.95881271362305,1.0,-0.0,1.3660169839859009,1.0
count1-offset3,1,3,6,native,cutoff-0,1,4.778071403503418,7.750236363790464e-07,7927,-14.0703706741333,5.518838882446289,-0.0,32.43869400024414,1.0,-0.0,1.3629047870635986,1.0
count2-offset0,2,0,6,native,cutoff-0,1,5.014276504516602,1.4774914234294556e-06,7052,-13.425163269042969,5.73197603225708,-0.0,31.148508071899414,1.0,-0.0,1.4165493249893188,1.0
count2-offset1,2,1,6,native,cutoff-0,1,7.1084747314453125,3.9782833027857123e-07,5402,-14.737245559692383,3.8953635692596436,-0.0,36.589412689208984,1.0,-0.0,1.544534683227539,1.0
count2-offset2,2,2,6,native,cutoff-0,1,6.96688175201416,3.935021481993317e-07,5718,-14.74817943572998,4.065029621124268,-0.0,36.64254379272461,1.0,-0.0,1.5401304960250854,1.0
count2-offset3,2,3,6,native,cutoff-0,1,6.2534027099609375,4.876570983469719e-06,3733,-12.231063842773438,5.4486541748046875,-0.0,31.956396102905273,1.0,-0.0,1.382208228111267,1.0
count4-offset0,4,0,6,native,cutoff-0,1,7.265767574310303,1.1647937299130717e-06,4333,-13.662965774536133,3.743420124053955,-0.0,34.40095520019531,1.0,-0.0,1.5768587589263916,1.0
count4-offset1,4,1,6,native,cutoff-0,1,8.807231903076172,3.4355362004134804e-06,2165,-12.581335067749023,3.46640682220459,-0.0,35.59769058227539,1.0,-0.0,1.561891794204712,1.0
count4-offset2,4,2,6,native,cutoff-0,1,7.265767574310303,1.1647937299130717e-06,4333,-13.662965774536133,3.743420362472534,-0.0,34.40095520019531,1.0,-0.0,1.5768587589263916,1.0
count4-offset3,4,3,6,native,cutoff-0,1,8.807231903076172,3.4355362004134804e-06,2165,-12.581335067749023,3.46640682220459,-0.0,35.59769058227539,1.0,-0.0,1.561891794204712,1.0
count8,8,0,6,native,cutoff-0,1,10.201443672180176,2.81139887192694e-06,923,-12.781825065612793,0.9748938083648682,-0.0,36.0174674987793,1.0,-0.0,1.5926671028137207,1.0
count0,0,0,6,native,cutoff-1,2,3.2535295486450195,9.550137036740125e-08,10532,-16.16412353515625,3.891555070877075,2.7631020735330303e-11,33.41397476196289,1.0,2.7631020735330303e-11,1.0979619026184082,1.0
count1-offset0,1,0,6,native,cutoff-1,2,3.5532634258270264,2.8649415639847575e-07,8892,-15.065546989440918,4.646585464477539,2.7631020735330303e-11,32.491737365722656,1.0,2.7631020735330303e-11,1.1696902513504028,1.0
count1-offset1,1,1,6,native,cutoff-1,2,4.338377475738525,5.489322916218953e-07,6622,-14.415290832519531,4.645190715789795,2.7631020735330303e-11,34.30752182006836,1.0,2.7631020735330303e-11,1.3682842254638672,1.0
count1-offset2,1,2,6,native,cutoff-1,2,4.284879684448242,4.959214265909395e-07,6891,-14.516847610473633,4.671623706817627,2.7631020735330303e-11,34.43208312988281,1.0,2.7631020735330303e-11,1.3551055192947388,1.0
count1-offset3,1,3,6,native,cutoff-1,2,3.5153284072875977,5.909787432756275e-07,7897,-14.341485023498535,5.047700881958008,2.7631020735330303e-11,32.034027099609375,1.0,2.7631020735330303e-11,1.350154995918274,1.0
count2-offset0,2,0,6,native,cutoff-1,2,3.6952013969421387,1.538979176984867e-06,6556,-13.384387969970703,5.514638900756836,2.7631020735330303e-11,30.706932067871094,1.0,2.7631020735330303e-11,1.407379150390625,1.0
count2-offset1,2,1,6,native,cutoff-1,2,5.002549171447754,3.6264916047912266e-07,5703,-14.829829216003418,3.8532705307006836,2.7631020735330303e-11,36.18482971191406,1.0,2.7631020735330303e-11,1.5443480014801025,1.0
count2-offset2,2,2,6,native,cutoff-1,2,4.866542816162109,3.5601740933088877e-07,6042,-14.848285675048828,4.002027988433838,2.7631020735330303e-11,36.197452545166016,1.0,2.7631020735330303e-11,1.5398766994476318,1.0
count2-offset3,2,3,6,native,cutoff-1,2,5.08815336227417,4.899282885162393e-06,3385,-12.226417541503906,5.215630531311035,2.7631020735330303e-11,31.398202896118164,1.0,2.7631020735330303e-11,1.3709120750427246,1.0
count4-offset0,4,0,6,native,cutoff-1,2,5.240345478057861,1.1797196748375427e-06,4274,-13.650232315063477,3.6570961475372314,2.7631020735330303e-11,34.17654037475586,1.0,2.7631020735330303e-11,1.5768345594406128,1.0
count4-offset1,4,1,6,native,cutoff-1,2,6.885728359222412,3.903718152287183e-06,2077,-12.453577041625977,3.553886651992798,2.7631020735330303e-11,35.29433822631836,1.0,2.7631020735330303e-11,1.5618312358856201,1.0
count4-offset2,4,2,6,native,cutoff-1,2,5.240345478057861,1.1797196748375427e-06,4274,-13.650232315063477,3.6570961475372314,2.7631020735330303e-11,34.17654037475586,1.0,2.7631020735330303e-11,1.5768345594406128,1.0
count4-offset3,4,3,6,native,cutoff-1,2,6.885728359222412,3.9037176975398324e-06,2077,-12.453577041625977,3.5538864135742188,2.7631020735330303e-11,35.29433822631836,1.0,2.7631020735330303e-11,1.5618312358856201,1.0
count8,8,0,6,native,cutoff-1,2,7.964638710021973,2.59690227721876e-06,983,-12.861187934875488,0.8229475021362305,2.7631020735330303e-11,35.649532318115234,1.0,2.7631020735330303e-11,1.5926767587661743,1.0
count0,0,0,6,native,cutoff-2,4,2.8006644248962402,6.386145656733788e-08,11444,-16.56654930114746,3.841796636581421,8.289306047126743e-11,32.47776794433594,1.0,8.289306047126743e-11,1.020459532737732,1.0
count1-offset0,1,0,6,native,cutoff-2,4,3.1701321601867676,1.9568022935345653e-07,9334,-15.446783065795898,4.158960819244385,8.289306047126743e-11,31.210538864135742,1.0,8.289306047126743e-11,1.087905764579773,1.0
count1-offset1,1,1,6,native,cutoff-2,4,2.055881977081299,1.7389444906257268e-07,9154,-15.564817428588867,3.0280075073242188,8.289306047126743e-11,33.29820251464844,1.0,8.289306047126743e-11,1.317558765411377,1.0
count1-offset2,1,2,6,native,cutoff-2,4,2.0741395950317383,1.5348761905897845e-07,9329,-15.68964672088623,2.826094150543213,8.289306047126743e-11,33.35447692871094,1.0,8.289306047126743e-11,1.3001619577407837,1.0
count1-offset3,1,3,6,native,cutoff-2,4,2.333261489868164,2.5077332566070254e-07,9426,-15.198715209960938,3.668160915374756,8.289306047126743e-11,30.99367904663086,1.0,8.289306047126743e-11,1.288749098777771,1.0
count2-offset0,2,0,6,native,cutoff-2,4,2.68552827835083,9.439511359232711e-07,7373,-13.873189926147461,4.7523393630981445,8.289306047126743e-11,29.233379364013672,1.0,8.289306047126743e-11,1.3557981252670288,1.0
count2-offset1,2,1,6,native,cutoff-2,4,2.8225202560424805,1.590831999465081e-07,7335,-15.653838157653809,3.4144644737243652,8.289306047126743e-11,35.809608459472656,1.0,8.289306047126743e-11,1.54151451587677,1.0
count2-offset2,2,2,6,native,cutoff-2,4,2.732081174850464,1.5377254669601825e-07,7549,-15.687790870666504,3.3157196044921875,8.289306047126743e-11,35.7224235534668,1.0,8.289306047126743e-11,1.536338448524475,1.0
count2-offset3,2,3,6,native,cutoff-2,4,3.7140767574310303,2.7874916668224614e-06,4305,-12.790365219116211,4.671854019165039,8.289306047126743e-11,30.37602996826172,1.0,8.289306047126743e-11,1.3138887882232666,1.0
count4-offset0,4,0,6,native,cutoff-2,4,3.4558236598968506,1.5894944453975768e-06,4322,-13.352092742919922,4.375866889953613,8.289306047126743e-11,33.55280303955078,1.0,8.289306047126743e-11,1.5759687423706055,1.0
count4-offset1,4,1,6,native,cutoff-2,4,5.690927505493164,4.720116521639284e-06,1951,-12.263671875,3.7093775272369385,8.289306047126743e-11,35.002742767333984,1.0,8.289306047126743e-11,1.560500144958496,1.0
count4-offset2,4,2,6,native,cutoff-2,4,3.4558236598968506,1.5894944453975768e-06,4322,-13.352092742919922,4.3758673667907715,8.289306047126743e-11,33.55280303955078,1.0,8.289306047126743e-11,1.5759687423706055,1.0
count4-offset3,4,3,6,native,cutoff-2,4,5.690927505493164,4.720116066891933e-06,1951,-12.263671875,3.7093770503997803,8.289306047126743e-11,35.002742767333984,1.0,8.289306047126743e-11,1.560500144958496,1.0
count8,8,0,6,native,cutoff-2,4,6.646799087524414,4.593805442709709e-06,822,-12.290796279907227,0.8576838970184326,8.289306047126743e-11,34.960575103759766,1.0,8.289306047126743e-11,1.592474341392517,1.0
count0,0,0,6,native,cutoff-3,8,1.3053505420684814,2.2196745419478248e-07,8829,-15.320734977722168,4.930925369262695,1.9341714341258864e-10,29.591903686523438,1.0,1.9341714341258864e-10,0.7502639889717102,1.0
count1-offset0,1,0,6,native,cutoff-3,8,2.2205307483673096,6.329232178359234e-07,6576,-14.272915840148926,5.2257513999938965,1.9341714341258864e-10,28.19274139404297,1.0,1.9341714341258864e-10,0.7581812143325806,1.0
count1-offset1,1,1,6,native,cutoff-3,8,1.5549324750900269,9.803156899579335e-07,4790,-13.835390090942383,4.253618240356445,1.9341714341258864e-10,29.90342903137207,1.0,1.9341714341258864e-10,1.002164602279663,1.0
count1-offset2,1,2,6,native,cutoff-3,8,1.5197508335113525,8.652071983306087e-07,5077,-13.960296630859375,4.258910655975342,1.9341714341258864e-10,29.889860153198242,1.0,1.9341714341258864e-10,0.9721330404281616,1.0
count1-offset3,1,3,6,native,cutoff-3,8,1.0784237384796143,4.4176906044413045e-07,7518,-14.632477760314941,4.894455909729004,1.9341714341258864e-10,29.0544376373291,1.0,1.9341714341258864e-10,0.9458725452423096,1.0
count2-offset0,2,0,6,native,cutoff-3,8,2.2098748683929443,2.1705150174966548e-06,4909,-13.040543556213379,5.553104877471924,1.9341714341258864e-10,26.946792602539062,1.0,1.9341714341258864e-10,1.0200716257095337,1.0
count2-offset1,2,1,6,native,cutoff-3,8,1.9999158382415771,6.879938609927194e-07,3913,-14.189485549926758,3.3507094383239746,1.9341714341258864e-10,33.45246505737305,1.0,1.9341714341258864e-10,1.476733922958374,1.0
count2-offset2,2,2,6,native,cutoff-3,8,1.9331070184707642,6.988652216932678e-07,4055,-14.173807144165039,3.419471025466919,1.9341714341258864e-10,33.246036529541016,1.0,1.9341714341258864e-10,1.4637540578842163,1.0
count2-offset3,2,3,6,native,cutoff-3,8,2.932652235031128,7.719732820987701e-06,2486,-11.771723747253418,5.428679466247559,1.9341714341258864e-10,28.169410705566406,1.0,1.9341714341258864e-10,0.9790008664131165,1.0
count4-offset0,4,0,6,native,cutoff-3,8,2.37624192237854,4.9987074817181565e-06,2491,-12.206326484680176,4.537751197814941,1.9341714341258864e-10,30.846519470214844,1.0,1.9341714341258864e-10,1.53372061252594,1.0
count4-offset1,4,1,6,native,cutoff-3,8,4.020785808563232,1.821594560169615e-05,1111,-10.91319465637207,4.43370246887207,1.9341714341258864e-10,32.90016174316406,1.0,1.9341714341258864e-10,1.5148636102676392,1.0
count4-offset2,4,2,6,native,cutoff-3,8,2.37624192237854,4.9987074817181565e-06,2491,-12.206326484680176,4.537751197814941,1.9341714341258864e-10,30.846519470214844,1.0,1.9341714341258864e-10,1.53372061252594,1.0
count4-offset3,4,3,6,native,cutoff-3,8,4.020785808563232,1.821594560169615e-05,1111,-10.91319465637207,4.43370246887207,1.9341714341258864e-10,32.90016174316406,1.0,1.9341714341258864e-10,1.5148636102676392,1.0
count8,8,0,6,native,cutoff-3,8,5.285843849182129,2.5613229809096083e-05,469,-10.572376251220703,2.1588966846466064,1.9341714341258864e-10,32.228702545166016,1.0,1.9341714341258864e-10,1.5640466213226318,1.0
count0,0,0,6,native,cutoff-4,16,-0.4968390166759491,1.6513951095475932e-07,12481,-15.616475105285645,5.179446697235107,0.6250801682472229,21.121318817138672,0.6823568344116211,0.6931471824645996,0.5017203688621521,0.500003457069397
count1-offset0,1,0,6,native,cutoff-4,16,-0.7463150024414062,2.1153203988433233e-07,11398,-15.368888854980469,4.726095199584961,0.6021791100502014,20.030803680419922,0.7099693417549133,0.6931471824645996,0.48660609126091003,0.5000131726264954
count1-offset1,1,1,6,native,cutoff-4,16,1.8756699562072754,3.5191474125895184e-06,4082,-12.557289123535156,5.343920707702637,0.6359702348709106,22.666624069213867,0.6674494743347168,0.6931471824645996,0.6216562390327454,0.5000381469726562
count1-offset2,1,2,6,native,cutoff-4,16,2.092078685760498,4.2415622374392115e-06,3806,-12.370574951171875,5.436859130859375,0.6429533958435059,22.615917205810547,0.657079815864563,0.6931471824645996,0.6082391738891602,0.5000372529029846
count1-offset3,1,3,6,native,cutoff-4,16,-0.09953221678733826,4.406161338010861e-07,10474,-14.635091781616211,5.720419883728027,0.5959504842758179,20.215368270874023,0.716799795627594,0.6931471824645996,0.5042178630828857,0.5000342726707458
count2-offset0,2,0,6,native,cutoff-4,16,-0.2880120575428009,5.166937171452446e-07,9718,-14.475814819335938,5.365901947021484,0.5807660818099976,19.1112003326416,0.7324904203414917,0.6931471824645996,0.5669397115707397,0.5000442266464233
count2-offset1,2,1,6,native,cutoff-4,16,2.319627046585083,3.985316652688198e-06,3223,-12.432889938354492,4.817234992980957,0.618353009223938,24.11063003540039,0.6909318566322327,0.6931471824645996,0.8295912742614746,0.5000098943710327
count2-offset2,2,2,6,native,cutoff-4,16,2.4186878204345703,4.525965323409764e-06,3147,-12.305675506591797,4.941486358642578,0.6185258626937866,24.015989303588867,0.6907169222831726,0.6931471824645996,0.8139598965644836,0.5000089406967163
count2-offset3,2,3,6,native,cutoff-4,16,1.0468906164169312,1.7049336520358338e-06,6401,-13.281982421875,5.773801803588867,0.6179627180099487,20.024028778076172,0.6914163827896118,0.6931471824645996,0.5155097842216492,0.500033438205719
