case,count,offset,protocol_depth,channel,merge,group,gradient
count0,0,0,5,extra,4,3,0.0
count0,0,0,5,extra,4,4,0.0
count0,0,0,5,extra,4,5,0.0
count0,0,0,5,extra,4,6,0.0
count0,0,0,5,extra,4,7,0.0
count1-offset0,1,0,5,extra,0,0,-1.065567175828619e-05
count1-offset0,1,0,5,extra,0,1,7.41316398489289e-07
count1-offset0,1,0,5,extra,0,2,-5.4517727221536916e-06
count1-offset0,1,0,5,extra,0,3,-8.206558050005697e-06
count1-offset0,1,0,5,extra,0,4,-1.7894690245157108e-05
count1-offset0,1,0,5,extra,0,5,-6.696669515804388e-06
count1-offset0,1,0,5,extra,0,6,-8.243719094025437e-06
count1-offset0,1,0,5,extra,0,7,-8.959677870734595e-06
count1-offset0,1,0,5,extra,1,0,0.0
count1-offset0,1,0,5,extra,1,1,0.0
count1-offset0,1,0,5,extra,1,2,0.0
count1-offset0,1,0,5,extra,1,3,0.0
count1-offset0,1,0,5,extra,1,4,0.0
count1-offset0,1,0,5,extra,1,5,0.0
count1-offset0,1,0,5,extra,1,6,0.0
count1-offset0,1,0,5,extra,1,7,0.0
count1-offset0,1,0,5,extra,2,0,0.0
count1-offset0,1,0,5,extra,2,1,0.0
count1-offset0,1,0,5,extra,2,2,0.0
count1-offset0,1,0,5,extra,2,3,0.0
count1-offset0,1,0,5,extra,2,4,0.0
count1-offset0,1,0,5,extra,2,5,0.0
count1-offset0,1,0,5,extra,2,6,0.0
count1-offset0,1,0,5,extra,2,7,0.0
count1-offset0,1,0,5,extra,3,0,0.0
count1-offset0,1,0,5,extra,3,1,0.0
count1-offset0,1,0,5,extra,3,2,0.0
count1-offset0,1,0,5,extra,3,3,0.0
count1-offset0,1,0,5,extra,3,4,0.0
count1-offset0,1,0,5,extra,3,5,0.0
count1-offset0,1,0,5,extra,3,6,0.0
count1-offset0,1,0,5,extra,3,7,0.0
count1-offset0,1,0,5,extra,4,0,0.0
count1-offset0,1,0,5,extra,4,1,0.0
count1-offset0,1,0,5,extra,4,2,0.0
count1-offset0,1,0,5,extra,4,3,0.0
count1-offset0,1,0,5,extra,4,4,0.0
count1-offset0,1,0,5,extra,4,5,0.0
count1-offset0,1,0,5,extra,4,6,0.0
count1-offset0,1,0,5,extra,4,7,0.0
count1-offset1,1,1,5,extra,0,0,2.6928446459351107e-06
count1-offset1,1,1,5,extra,0,1,2.4695984848221997e-06
count1-offset1,1,1,5,extra,0,2,2.1998225747665856e-06
count1-offset1,1,1,5,extra,0,3,3.316008815090754e-06
count1-offset1,1,1,5,extra,0,4,6.475247573689558e-07
count1-offset1,1,1,5,extra,0,5,1.449670321562735e-06
count1-offset1,1,1,5,extra,0,6,2.3865982257120777e-06
count1-offset1,1,1,5,extra,0,7,2.469062110321829e-06
count1-offset1,1,1,5,extra,1,0,0.0
count1-offset1,1,1,5,extra,1,1,0.0
count1-offset1,1,1,5,extra,1,2,0.0
count1-offset1,1,1,5,extra,1,3,0.0
count1-offset1,1,1,5,extra,1,4,0.0
count1-offset1,1,1,5,extra,1,5,0.0
count1-offset1,1,1,5,extra,1,6,0.0
count1-offset1,1,1,5,extra,1,7,0.0
count1-offset1,1,1,5,extra,2,0,0.0
count1-offset1,1,1,5,extra,2,1,0.0
count1-offset1,1,1,5,extra,2,2,0.0
count1-offset1,1,1,5,extra,2,3,0.0
count1-offset1,1,1,5,extra,2,4,0.0
count1-offset1,1,1,5,extra,2,5,0.0
count1-offset1,1,1,5,extra,2,6,0.0
count1-offset1,1,1,5,extra,2,7,0.0
count1-offset1,1,1,5,extra,3,0,0.0
count1-offset1,1,1,5,extra,3,1,0.0
count1-offset1,1,1,5,extra,3,2,0.0
count1-offset1,1,1,5,extra,3,3,0.0
count1-offset1,1,1,5,extra,3,4,0.0
count1-offset1,1,1,5,extra,3,5,0.0
count1-offset1,1,1,5,extra,3,6,0.0
count1-offset1,1,1,5,extra,3,7,0.0
count1-offset1,1,1,5,extra,4,0,0.0
count1-offset1,1,1,5,extra,4,1,0.0
count1-offset1,1,1,5,extra,4,2,0.0
count1-offset1,1,1,5,extra,4,3,0.0
count1-offset1,1,1,5,extra,4,4,0.0
count1-offset1,1,1,5,extra,4,5,0.0
count1-offset1,1,1,5,extra,4,6,0.0
count1-offset1,1,1,5,extra,4,7,0.0
count1-offset2,1,2,5,extra,0,0,2.8354597816360183e-06
count1-offset2,1,2,5,extra,0,1,2.4415010102529777e-06
count1-offset2,1,2,5,extra,0,2,2.1557516447501257e-06
count1-offset2,1,2,5,extra,0,3,3.328048251205473e-06
count1-offset2,1,2,5,extra,0,4,7.932878816063749e-07
count1-offset2,1,2,5,extra,0,5,1.4326418522614404e-06
count1-offset2,1,2,5,extra,0,6,2.3620893898623763e-06
count1-offset2,1,2,5,extra,0,7,2.5246986297133844e-06
count1-offset2,1,2,5,extra,1,0,0.0
count1-offset2,1,2,5,extra,1,1,0.0
count1-offset2,1,2,5,extra,1,2,0.0
count1-offset2,1,2,5,extra,1,3,0.0
count1-offset2,1,2,5,extra,1,4,0.0
count1-offset2,1,2,5,extra,1,5,0.0
count1-offset2,1,2,5,extra,1,6,0.0
count1-offset2,1,2,5,extra,1,7,0.0
count1-offset2,1,2,5,extra,2,0,0.0
count1-offset2,1,2,5,extra,2,1,0.0
count1-offset2,1,2,5,extra,2,2,0.0
count1-offset2,1,2,5,extra,2,3,0.0
count1-offset2,1,2,5,extra,2,4,0.0
count1-offset2,1,2,5,extra,2,5,0.0
count1-offset2,1,2,5,extra,2,6,0.0
count1-offset2,1,2,5,extra,2,7,0.0
count1-offset2,1,2,5,extra,3,0,0.0
count1-offset2,1,2,5,extra,3,1,0.0
count1-offset2,1,2,5,extra,3,2,0.0
count1-offset2,1,2,5,extra,3,3,0.0
count1-offset2,1,2,5,extra,3,4,0.0
count1-offset2,1,2,5,extra,3,5,0.0
count1-offset2,1,2,5,extra,3,6,0.0
count1-offset2,1,2,5,extra,3,7,0.0
count1-offset2,1,2,5,extra,4,0,0.0
count1-offset2,1,2,5,extra,4,1,0.0
count1-offset2,1,2,5,extra,4,2,0.0
count1-offset2,1,2,5,extra,4,3,0.0
count1-offset2,1,2,5,extra,4,4,0.0
count1-offset2,1,2,5,extra,4,5,0.0
count1-offset2,1,2,5,extra,4,6,0.0
count1-offset2,1,2,5,extra,4,7,0.0
count1-offset3,1,3,5,extra,0,0,1.26440272651962e-06
count1-offset3,1,3,5,extra,0,1,1.0328370763090788e-06
count1-offset3,1,3,5,extra,0,2,1.0726491836976493e-06
count1-offset3,1,3,5,extra,0,3,2.635006239870563e-06
count1-offset3,1,3,5,extra,0,4,-3.326230171296629e-07
count1-offset3,1,3,5,extra,0,5,1.5923825458230567e-07
count1-offset3,1,3,5,extra,0,6,1.6925973795878235e-06
count1-offset3,1,3,5,extra,0,7,1.6478701354571967e-06
count1-offset3,1,3,5,extra,1,0,0.0
count1-offset3,1,3,5,extra,1,1,0.0
count1-offset3,1,3,5,extra,1,2,0.0
count1-offset3,1,3,5,extra,1,3,0.0
count1-offset3,1,3,5,extra,1,4,0.0
count1-offset3,1,3,5,extra,1,5,0.0
count1-offset3,1,3,5,extra,1,6,0.0
count1-offset3,1,3,5,extra,1,7,0.0
count1-offset3,1,3,5,extra,2,0,0.0
count1-offset3,1,3,5,extra,2,1,0.0
count1-offset3,1,3,5,extra,2,2,0.0
count1-offset3,1,3,5,extra,2,3,0.0
count1-offset3,1,3,5,extra,2,4,0.0
count1-offset3,1,3,5,extra,2,5,0.0
count1-offset3,1,3,5,extra,2,6,0.0
count1-offset3,1,3,5,extra,2,7,0.0
count1-offset3,1,3,5,extra,3,0,0.0
count1-offset3,1,3,5,extra,3,1,0.0
count1-offset3,1,3,5,extra,3,2,0.0
count1-offset3,1,3,5,extra,3,3,0.0
count1-offset3,1,3,5,extra,3,4,0.0
count1-offset3,1,3,5,extra,3,5,0.0
count1-offset3,1,3,5,extra,3,6,0.0
count1-offset3,1,3,5,extra,3,7,0.0
count1-offset3,1,3,5,extra,4,0,0.0
count1-offset3,1,3,5,extra,4,1,0.0
count1-offset3,1,3,5,extra,4,2,0.0
count1-offset3,1,3,5,extra,4,3,0.0
count1-offset3,1,3,5,extra,4,4,0.0
count1-offset3,1,3,5,extra,4,5,0.0
count1-offset3,1,3,5,extra,4,6,0.0
count1-offset3,1,3,5,extra,4,7,0.0
count2-offset0,2,0,5,extra,0,0,-2.49046970566269e-05
count2-offset0,2,0,5,extra,0,1,-6.694882813462755e-06
count2-offset0,2,0,5,extra,0,2,-1.778046862455085e-05
count2-offset0,2,0,5,extra,0,3,-1.9055252778343856e-05
count2-offset0,2,0,5,extra,0,4,-3.601717617129907e-05
count2-offset0,2,0,5,extra,0,5,-1.996844366658479e-05
count2-offset0,2,0,5,extra,0,6,-2.0604222299880348e-05
count2-offset0,2,0,5,extra,0,7,-2.0304520148783922e-05
count2-offset0,2,0,5,extra,1,0,0.0
count2-offset0,2,0,5,extra,1,1,0.0
count2-offset0,2,0,5,extra,1,2,0.0
count2-offset0,2,0,5,extra,1,3,0.0
count2-offset0,2,0,5,extra,1,4,0.0
count2-offset0,2,0,5,extra,1,5,0.0
count2-offset0,2,0,5,extra,1,6,0.0
count2-offset0,2,0,5,extra,1,7,0.0
count2-offset0,2,0,5,extra,2,0,0.0
count2-offset0,2,0,5,extra,2,1,0.0
count2-offset0,2,0,5,extra,2,2,0.0
count2-offset0,2,0,5,extra,2,3,0.0
count2-offset0,2,0,5,extra,2,4,0.0
count2-offset0,2,0,5,extra,2,5,0.0
count2-offset0,2,0,5,extra,2,6,0.0
count2-offset0,2,0,5,extra,2,7,0.0
count2-offset0,2,0,5,extra,3,0,0.0
count2-offset0,2,0,5,extra,3,1,0.0
count2-offset0,2,0,5,extra,3,2,0.0
count2-offset0,2,0,5,extra,3,3,0.0
count2-offset0,2,0,5,extra,3,4,0.0
count2-offset0,2,0,5,extra,3,5,0.0
count2-offset0,2,0,5,extra,3,6,0.0
count2-offset0,2,0,5,extra,3,7,0.0
count2-offset0,2,0,5,extra,4,0,0.0
count2-offset0,2,0,5,extra,4,1,0.0
count2-offset0,2,0,5,extra,4,2,0.0
count2-offset0,2,0,5,extra,4,3,0.0
count2-offset0,2,0,5,extra,4,4,0.0
count2-offset0,2,0,5,extra,4,5,0.0
count2-offset0,2,0,5,extra,4,6,0.0
count2-offset0,2,0,5,extra,4,7,0.0
count2-offset1,2,1,5,extra,0,0,6.973193649173481e-07
count2-offset1,2,1,5,extra,0,1,1.5966105593179236e-06
count2-offset1,2,1,5,extra,0,2,1.292860360990744e-06
count2-offset1,2,1,5,extra,0,3,2.609682496768073e-06
count2-offset1,2,1,5,extra,0,4,-1.2827737236875691e-06
count2-offset1,2,1,5,extra,0,5,2.1038624709035503e-07
count2-offset1,2,1,5,extra,0,6,1.7185084288939834e-06
count2-offset1,2,1,5,extra,0,7,1.5137953823796124e-06
count2-offset1,2,1,5,extra,1,0,0.0
count2-offset1,2,1,5,extra,1,1,0.0
count2-offset1,2,1,5,extra,1,2,0.0
count2-offset1,2,1,5,extra,1,3,0.0
count2-offset1,2,1,5,extra,1,4,0.0
count2-offset1,2,1,5,extra,1,5,0.0
count2-offset1,2,1,5,extra,1,6,0.0
count2-offset1,2,1,5,extra,1,7,0.0
count2-offset1,2,1,5,extra,2,0,0.0
count2-offset1,2,1,5,extra,2,1,0.0
count2-offset1,2,1,5,extra,2,2,0.0
count2-offset1,2,1,5,extra,2,3,0.0
count2-offset1,2,1,5,extra,2,4,0.0
count2-offset1,2,1,5,extra,2,5,0.0
count2-offset1,2,1,5,extra,2,6,0.0
count2-offset1,2,1,5,extra,2,7,0.0
count2-offset1,2,1,5,extra,3,0,0.0
count2-offset1,2,1,5,extra,3,1,0.0
count2-offset1,2,1,5,extra,3,2,0.0
count2-offset1,2,1,5,extra,3,3,0.0
count2-offset1,2,1,5,extra,3,4,0.0
count2-offset1,2,1,5,extra,3,5,0.0
count2-offset1,2,1,5,extra,3,6,0.0
count2-offset1,2,1,5,extra,3,7,0.0
count2-offset1,2,1,5,extra,4,0,0.0
count2-offset1,2,1,5,extra,4,1,0.0
count2-offset1,2,1,5,extra,4,2,0.0
count2-offset1,2,1,5,extra,4,3,0.0
count2-offset1,2,1,5,extra,4,4,0.0
count2-offset1,2,1,5,extra,4,5,0.0
count2-offset1,2,1,5,extra,4,6,0.0
count2-offset1,2,1,5,extra,4,7,0.0
count2-offset2,2,2,5,extra,0,0,1.1101208201580448e-06
count2-offset2,2,2,5,extra,0,1,1.5299971209969954e-06
count2-offset2,2,2,5,extra,0,2,1.3763877859673812e-06
count2-offset2,2,2,5,extra,0,3,2.765405724858283e-06
count2-offset2,2,2,5,extra,0,4,-7.398606385322637e-07
count2-offset2,2,2,5,extra,0,5,3.789827189848438e-07
count2-offset2,2,2,5,extra,0,6,1.8670330064196605e-06
count2-offset2,2,2,5,extra,0,7,1.721829107736994e-06
count2-offset2,2,2,5,extra,1,0,0.0
count2-offset2,2,2,5,extra,1,1,0.0
count2-offset2,2,2,5,extra,1,2,0.0
count2-offset2,2,2,5,extra,1,3,0.0
count2-offset2,2,2,5,extra,1,4,0.0
count2-offset2,2,2,5,extra,1,5,0.0
count2-offset2,2,2,5,extra,1,6,0.0
count2-offset2,2,2,5,extra,1,7,0.0
count2-offset2,2,2,5,extra,2,0,0.0
count2-offset2,2,2,5,extra,2,1,0.0
count2-offset2,2,2,5,extra,2,2,0.0
count2-offset2,2,2,5,extra,2,3,0.0
count2-offset2,2,2,5,extra,2,4,0.0
count2-offset2,2,2,5,extra,2,5,0.0
count2-offset2,2,2,5,extra,2,6,0.0
count2-offset2,2,2,5,extra,2,7,0.0
count2-offset2,2,2,5,extra,3,0,0.0
count2-offset2,2,2,5,extra,3,1,0.0
count2-offset2,2,2,5,extra,3,2,0.0
count2-offset2,2,2,5,extra,3,3,0.0
count2-offset2,2,2,5,extra,3,4,0.0
count2-offset2,2,2,5,extra,3,5,0.0
count2-offset2,2,2,5,extra,3,6,0.0
count2-offset2,2,2,5,extra,3,7,0.0
count2-offset2,2,2,5,extra,4,0,0.0
count2-offset2,2,2,5,extra,4,1,0.0
count2-offset2,2,2,5,extra,4,2,0.0
count2-offset2,2,2,5,extra,4,3,0.0
count2-offset2,2,2,5,extra,4,4,0.0
count2-offset2,2,2,5,extra,4,5,0.0
count2-offset2,2,2,5,extra,4,6,0.0
count2-offset2,2,2,5,extra,4,7,0.0
count2-offset3,2,3,5,extra,0,0,2.7664559638651554e-06
count2-offset3,2,3,5,extra,0,1,8.441232353106898e-07
count2-offset3,2,3,5,extra,0,2,2.2351198367687175e-06
count2-offset3,2,3,5,extra,0,3,4.341890416981187e-06
count2-offset3,2,3,5,extra,0,4,2.8014521831210004e-06
count2-offset3,2,3,5,extra,0,5,1.3582559859059984e-06
count2-offset3,2,3,5,extra,0,6,3.3837300179584417e-06
count2-offset3,2,3,5,extra,0,7,3.241842705392628e-06
count2-offset3,2,3,5,extra,1,0,0.0
count2-offset3,2,3,5,extra,1,1,0.0
count2-offset3,2,3,5,extra,1,2,0.0
count2-offset3,2,3,5,extra,1,3,0.0
count2-offset3,2,3,5,extra,1,4,0.0
count2-offset3,2,3,5,extra,1,5,0.0
count2-offset3,2,3,5,extra,1,6,0.0
count2-offset3,2,3,5,extra,1,7,0.0
count2-offset3,2,3,5,extra,2,0,0.0
count2-offset3,2,3,5,extra,2,1,0.0
count2-offset3,2,3,5,extra,2,2,0.0
count2-offset3,2,3,5,extra,2,3,0.0
count2-offset3,2,3,5,extra,2,4,0.0
count2-offset3,2,3,5,extra,2,5,0.0
count2-offset3,2,3,5,extra,2,6,0.0
count2-offset3,2,3,5,extra,2,7,0.0
count2-offset3,2,3,5,extra,3,0,0.0
count2-offset3,2,3,5,extra,3,1,0.0
count2-offset3,2,3,5,extra,3,2,0.0
count2-offset3,2,3,5,extra,3,3,0.0
count2-offset3,2,3,5,extra,3,4,0.0
count2-offset3,2,3,5,extra,3,5,0.0
count2-offset3,2,3,5,extra,3,6,0.0
count2-offset3,2,3,5,extra,3,7,0.0
count2-offset3,2,3,5,extra,4,0,0.0
count2-offset3,2,3,5,extra,4,1,0.0
count2-offset3,2,3,5,extra,4,2,0.0
count2-offset3,2,3,5,extra,4,3,0.0
count2-offset3,2,3,5,extra,4,4,0.0
count2-offset3,2,3,5,extra,4,5,0.0
count2-offset3,2,3,5,extra,4,6,0.0
count2-offset3,2,3,5,extra,4,7,0.0
count4-offset0,4,0,5,extra,0,0,-2.7780850359704345e-05
count4-offset0,4,0,5,extra,0,1,-7.946840923978016e-06
count4-offset0,4,0,5,extra,0,2,-2.040770777966827e-05
count4-offset0,4,0,5,extra,0,3,-2.091682836180553e-05
count4-offset0,4,0,5,extra,0,4,-3.9012964407447726e-05
count4-offset0,4,0,5,extra,0,5,-2.2551690562977456e-05
count4-offset0,4,0,5,extra,0,6,-2.319126360816881e-05
count4-offset0,4,0,5,extra,0,7,-2.2320378775475547e-05
count4-offset0,4,0,5,extra,1,0,0.0
count4-offset0,4,0,5,extra,1,1,0.0
count4-offset0,4,0,5,extra,1,2,0.0
count4-offset0,4,0,5,extra,1,3,0.0
count4-offset0,4,0,5,extra,1,4,0.0
count4-offset0,4,0,5,extra,1,5,0.0
count4-offset0,4,0,5,extra,1,6,0.0
count4-offset0,4,0,5,extra,1,7,0.0
count4-offset0,4,0,5,extra,2,0,0.0
count4-offset0,4,0,5,extra,2,1,0.0
count4-offset0,4,0,5,extra,2,2,0.0
count4-offset0,4,0,5,extra,2,3,0.0
count4-offset0,4,0,5,extra,2,4,0.0
count4-offset0,4,0,5,extra,2,5,0.0
count4-offset0,4,0,5,extra,2,6,0.0
count4-offset0,4,0,5,extra,2,7,0.0
count4-offset0,4,0,5,extra,3,0,0.0
count4-offset0,4,0,5,extra,3,1,0.0
count4-offset0,4,0,5,extra,3,2,0.0
count4-offset0,4,0,5,extra,3,3,0.0
count4-offset0,4,0,5,extra,3,4,0.0
count4-offset0,4,0,5,extra,3,5,0.0
count4-offset0,4,0,5,extra,3,6,0.0
count4-offset0,4,0,5,extra,3,7,0.0
count4-offset0,4,0,5,extra,4,0,0.0
count4-offset0,4,0,5,extra,4,1,0.0
count4-offset0,4,0,5,extra,4,2,0.0
count4-offset0,4,0,5,extra,4,3,0.0
count4-offset0,4,0,5,extra,4,4,0.0
count4-offset0,4,0,5,extra,4,5,0.0
count4-offset0,4,0,5,extra,4,6,0.0
count4-offset0,4,0,5,extra,4,7,0.0
count4-offset1,4,1,5,extra,0,0,3.3079904824262485e-06
count4-offset1,4,1,5,extra,0,1,1.0971032224915689e-06
count4-offset1,4,1,5,extra,0,2,2.845159315256751e-06
count4-offset1,4,1,5,extra,0,3,4.993210495740641e-06
count4-offset1,4,1,5,extra,0,4,3.747536084119929e-06
count4-offset1,4,1,5,extra,0,5,1.9454589619272156e-06
count4-offset1,4,1,5,extra,0,6,4.0104632716975175e-06
count4-offset1,4,1,5,extra,0,7,3.832101356238127e-06
count4-offset1,4,1,5,extra,1,0,0.0
count4-offset1,4,1,5,extra,1,1,0.0
count4-offset1,4,1,5,extra,1,2,0.0
count4-offset1,4,1,5,extra,1,3,0.0
count4-offset1,4,1,5,extra,1,4,0.0
count4-offset1,4,1,5,extra,1,5,0.0
count4-offset1,4,1,5,extra,1,6,0.0
count4-offset1,4,1,5,extra,1,7,0.0
count4-offset1,4,1,5,extra,2,0,0.0
count4-offset1,4,1,5,extra,2,1,0.0
count4-offset1,4,1,5,extra,2,2,0.0
count4-offset1,4,1,5,extra,2,3,0.0
count4-offset1,4,1,5,extra,2,4,0.0
count4-offset1,4,1,5,extra,2,5,0.0
count4-offset1,4,1,5,extra,2,6,0.0
count4-offset1,4,1,5,extra,2,7,0.0
count4-offset1,4,1,5,extra,3,0,0.0
count4-offset1,4,1,5,extra,3,1,0.0
count4-offset1,4,1,5,extra,3,2,0.0
count4-offset1,4,1,5,extra,3,3,0.0
count4-offset1,4,1,5,extra,3,4,0.0
count4-offset1,4,1,5,extra,3,5,0.0
count4-offset1,4,1,5,extra,3,6,0.0
count4-offset1,4,1,5,extra,3,7,0.0
count4-offset1,4,1,5,extra,4,0,0.0
count4-offset1,4,1,5,extra,4,1,0.0
count4-offset1,4,1,5,extra,4,2,0.0
count4-offset1,4,1,5,extra,4,3,0.0
count4-offset1,4,1,5,extra,4,4,0.0
count4-offset1,4,1,5,extra,4,5,0.0
count4-offset1,4,1,5,extra,4,6,0.0
count4-offset1,4,1,5,extra,4,7,0.0
count4-offset2,4,2,5,extra,0,0,-2.778083216981031e-05
count4-offset2,4,2,5,extra,0,1,-7.946830010041595e-06
count4-offset2,4,2,5,extra,0,2,-2.0407687770784833e-05
count4-offset2,4,2,5,extra,0,3,-2.09168138098903e-05
count4-offset2,4,2,5,extra,0,4,-3.901294257957488e-05
count4-offset2,4,2,5,extra,0,5,-2.2551670554094017e-05
count4-offset2,4,2,5,extra,0,6,-2.3191249056253582e-05
count4-offset2,4,2,5,extra,0,7,-2.2320362404570915e-05
count4-offset2,4,2,5,extra,1,0,0.0
count4-offset2,4,2,5,extra,1,1,0.0
count4-offset2,4,2,5,extra,1,2,0.0
count4-offset2,4,2,5,extra,1,3,0.0
count4-offset2,4,2,5,extra,1,4,0.0
count4-offset2,4,2,5,extra,1,5,0.0
count4-offset2,4,2,5,extra,1,6,0.0
count4-offset2,4,2,5,extra,1,7,0.0
count4-offset2,4,2,5,extra,2,0,0.0
count4-offset2,4,2,5,extra,2,1,0.0
count4-offset2,4,2,5,extra,2,2,0.0
count4-offset2,4,2,5,extra,2,3,0.0
count4-offset2,4,2,5,extra,2,4,0.0
count4-offset2,4,2,5,extra,2,5,0.0
count4-offset2,4,2,5,extra,2,6,0.0
count4-offset2,4,2,5,extra,2,7,0.0
count4-offset2,4,2,5,extra,3,0,0.0
count4-offset2,4,2,5,extra,3,1,0.0
count4-offset2,4,2,5,extra,3,2,0.0
count4-offset2,4,2,5,extra,3,3,0.0
count4-offset2,4,2,5,extra,3,4,0.0
count4-offset2,4,2,5,extra,3,5,0.0
count4-offset2,4,2,5,extra,3,6,0.0
count4-offset2,4,2,5,extra,3,7,0.0
count4-offset2,4,2,5,extra,4,0,0.0
count4-offset2,4,2,5,extra,4,1,0.0
count4-offset2,4,2,5,extra,4,2,0.0
count4-offset2,4,2,5,extra,4,3,0.0
count4-offset2,4,2,5,extra,4,4,0.0
count4-offset2,4,2,5,extra,4,5,0.0
count4-offset2,4,2,5,extra,4,6,0.0
count4-offset2,4,2,5,extra,4,7,0.0
count4-offset3,4,3,5,extra,0,0,3.307989118184196e-06
count4-offset3,4,3,5,extra,0,1,1.097102767744218e-06
count4-offset3,4,3,5,extra,0,2,2.8451588605094003e-06
count4-offset3,4,3,5,extra,0,3,4.993209586245939e-06
count4-offset3,4,3,5,extra,0,4,3.74753403775685e-06
count4-offset3,4,3,5,extra,0,5,1.9454578250588384e-06
count4-offset3,4,3,5,extra,0,6,4.010461452708114e-06
count4-offset3,4,3,5,extra,0,7,3.832099537248723e-06
count4-offset3,4,3,5,extra,1,0,0.0
count4-offset3,4,3,5,extra,1,1,0.0
count4-offset3,4,3,5,extra,1,2,0.0
count4-offset3,4,3,5,extra,1,3,0.0
count4-offset3,4,3,5,extra,1,4,0.0
count4-offset3,4,3,5,extra,1,5,0.0
count4-offset3,4,3,5,extra,1,6,0.0
count4-offset3,4,3,5,extra,1,7,0.0
count4-offset3,4,3,5,extra,2,0,0.0
count4-offset3,4,3,5,extra,2,1,0.0
count4-offset3,4,3,5,extra,2,2,0.0
count4-offset3,4,3,5,extra,2,3,0.0
count4-offset3,4,3,5,extra,2,4,0.0
count4-offset3,4,3,5,extra,2,5,0.0
count4-offset3,4,3,5,extra,2,6,0.0
count4-offset3,4,3,5,extra,2,7,0.0
count4-offset3,4,3,5,extra,3,0,0.0
count4-offset3,4,3,5,extra,3,1,0.0
count4-offset3,4,3,5,extra,3,2,0.0
count4-offset3,4,3,5,extra,3,3,0.0
count4-offset3,4,3,5,extra,3,4,0.0
count4-offset3,4,3,5,extra,3,5,0.0
count4-offset3,4,3,5,extra,3,6,0.0
count4-offset3,4,3,5,extra,3,7,0.0
count4-offset3,4,3,5,extra,4,0,0.0
count4-offset3,4,3,5,extra,4,1,0.0
count4-offset3,4,3,5,extra,4,2,0.0
count4-offset3,4,3,5,extra,4,3,0.0
count4-offset3,4,3,5,extra,4,4,0.0
count4-offset3,4,3,5,extra,4,5,0.0
count4-offset3,4,3,5,extra,4,6,0.0
count4-offset3,4,3,5,extra,4,7,0.0
count8,8,0,5,extra,0,0,-1.0500423741177656e-05
count8,8,0,5,extra,0,1,-6.953678166610189e-07
count8,8,0,5,extra,0,2,-6.513340395031264e-06
count8,8,0,5,extra,0,3,-7.586096216982696e-06
count8,8,0,5,extra,0,4,-1.61020943778567e-05
count8,8,0,5,extra,0,5,-7.471264780178899e-06
count8,8,0,5,extra,0,6,-9.242185114999302e-06
count8,8,0,5,extra,0,7,-8.915587386582047e-06
count8,8,0,5,extra,1,0,0.0
count8,8,0,5,extra,1,1,0.0
count8,8,0,5,extra,1,2,0.0
count8,8,0,5,extra,1,3,0.0
count8,8,0,5,extra,1,4,0.0
count8,8,0,5,extra,1,5,0.0
count8,8,0,5,extra,1,6,0.0
count8,8,0,5,extra,1,7,0.0
count8,8,0,5,extra,2,0,0.0
count8,8,0,5,extra,2,1,0.0
count8,8,0,5,extra,2,2,0.0
count8,8,0,5,extra,2,3,0.0
count8,8,0,5,extra,2,4,0.0
count8,8,0,5,extra,2,5,0.0
count8,8,0,5,extra,2,6,0.0
count8,8,0,5,extra,2,7,0.0
count8,8,0,5,extra,3,0,0.0
count8,8,0,5,extra,3,1,0.0
count8,8,0,5,extra,3,2,0.0
count8,8,0,5,extra,3,3,0.0
count8,8,0,5,extra,3,4,0.0
count8,8,0,5,extra,3,5,0.0
count8,8,0,5,extra,3,6,0.0
count8,8,0,5,extra,3,7,0.0
count8,8,0,5,extra,4,0,0.0
count8,8,0,5,extra,4,1,0.0
count8,8,0,5,extra,4,2,0.0
count8,8,0,5,extra,4,3,0.0
count8,8,0,5,extra,4,4,0.0
count8,8,0,5,extra,4,5,0.0
count8,8,0,5,extra,4,6,0.0
count8,8,0,5,extra,4,7,0.0
count0,0,0,6,base,0,0,-0.0505809485912323
count0,0,0,6,base,0,1,-0.012294363230466843
count0,0,0,6,base,0,2,0.0273197703063488
count0,0,0,6,base,0,3,0.017486706376075745
count0,0,0,6,base,0,4,0.04318865016102791
count0,0,0,6,base,0,5,-0.03450821712613106
count0,0,0,6,base,0,6,-0.009355396032333374
count0,0,0,6,base,0,7,-0.08437208831310272
count0,0,0,6,base,1,0,-0.03116023726761341
count0,0,0,6,base,1,1,0.04465523734688759
count0,0,0,6,base,1,2,0.08043601363897324
count0,0,0,6,base,1,3,-0.06381259858608246
count0,0,0,6,base,1,4,-0.01712450012564659
count0,0,0,6,base,1,5,0.11589302122592926
count0,0,0,6,base,1,6,0.03829752653837204
count0,0,0,6,base,1,7,-0.11108702421188354
count0,0,0,6,base,2,0,0.0
count0,0,0,6,base,2,1,0.0
count0,0,0,6,base,2,2,0.0
count0,0,0,6,base,2,3,0.0
count0,0,0,6,base,2,4,0.0
count0,0,0,6,base,2,5,0.0
count0,0,0,6,base,2,6,0.0
count0,0,0,6,base,2,7,0.0
count0,0,0,6,base,3,0,0.0
count0,0,0,6,base,3,1,0.0
count0,0,0,6,base,3,2,0.0
count0,0,0,6,base,3,3,0.0
count0,0,0,6,base,3,4,0.0
count0,0,0,6,base,3,5,0.0
count0,0,0,6,base,3,6,0.0
count0,0,0,6,base,3,7,0.0
count0,0,0,6,base,4,0,0.0
count0,0,0,6,base,4,1,0.0
