ap,auc,base,checkpoint,composite,frame,hit1,hit3,mode,mrr,n_neg,n_pos,top5
0.5236402486402486,0.55,ball,anchor_tree_massive_ep2,baseball,baseball,1,1,cmul,1.0,10,6,base:positive:1.0000 foot:negative:0.5517 kick:negative:0.4864 ice:negative:0.4677 bat:positive:0.4572
0.25835497835497834,0.2,ball,anchor_tree_massive_ep2,tennis,tennis,0,0,cmul,0.2,10,5,goal:negative:0.5124 engine:negative:0.5066 bat:negative:0.5066 foot:negative:0.4867 serve:positive:0.4704
0.6976190476190476,0.74,ball,anchor_tree_massive_ep2,volleyball,volleyball,1,1,cmul,1.0,10,5,team:positive:0.5303 hand:positive:0.5254 goal:negative:0.5199 base:negative:0.4756 foot:negative:0.4626
0.4404761904761905,0.34,ball,anchor_tree_massive_ep2,snowball,snowball,1,1,cmul,1.0,10,5,snow:positive:1.0000 kick:negative:0.4746 bat:negative:0.4722 team:negative:0.4631 foot:negative:0.4539
0.4990476190476191,0.5,ball,anchor_tree_massive_ep2,fireball,fireball,1,1,cmul,1.0,10,5,fire:positive:1.0000 goal:negative:0.5779 bat:negative:0.5611 team:negative:0.5099 burn:positive:0.4825
0.3317748917748917,0.42,chair,anchor_tree_massive_ep2,wheelchair,wheelchair,0,0,cmul,0.2,10,5,fire:negative:0.5913 bat:negative:0.5766 team:negative:0.5435 field:negative:0.5376 patient:positive:0.5220
0.6408119658119659,0.64,boat,anchor_tree_massive_ep2,sailboat,sailboat,1,1,cmul,1.0,10,5,sail:positive:1.0000 water:positive:0.5866 snow:negative:0.5816 fire:negative:0.5666 bat:negative:0.5372
0.6142857142857143,0.66,boat,anchor_tree_massive_ep2,motorboat,motorboat,1,1,cmul,1.0,10,5,motor:positive:1.0000 foot:negative:0.6663 fuel:positive:0.5344 fire:negative:0.5246 snow:negative:0.5225
0.47631701631701634,0.48,car,anchor_tree_massive_ep2,racecar,racecar,1,1,cmul,1.0,10,5,race:positive:1.0000 fire:negative:0.5744 racket:negative:0.5697 bat:negative:0.5656 wind:negative:0.5422
0.6555555555555557,0.64,car,anchor_tree_massive_ep2,policecar,policecar,1,1,cmul,1.0,10,5,police:positive:1.0000 street:positive:0.5703 team:negative:0.5647 racket:negative:0.5616 wind:negative:0.5606
0.6242424242424243,0.7,cup,anchor_tree_massive_ep2,teacup,teacup,1,1,cmul,1.0,10,5,drink:positive:0.5720 snow:negative:0.5507 tea:positive:0.5460 court:negative:0.5420 saucer:positive:0.5355
0.5333333333333333,0.5,house,anchor_tree_massive_ep2,coffeehouse,coffeehouse,1,1,cmul,1.0,10,5,coffee:positive:1.0000 court:negative:0.5776 drink:positive:0.5676 snow:negative:0.5434 goal:negative:0.5048
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep2,football,football,1,1,merge_no_bias,1.0,10,6,soccer:positive:0.5679 net:negative:0.5419 court:negative:0.5011 kick:positive:0.4694 bat:negative:0.4593
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep2,basketball,basketball,1,1,merge_no_bias,1.0,10,6,basket:positive:1.0000 goal:negative:0.6288 bat:negative:0.5631 grass:negative:0.5035 hand:positive:0.5002
0.5789072039072038,0.6166666666666667,ball,anchor_tree_massive_ep2,baseball,baseball,1,1,merge_no_bias,1.0,10,6,base:positive:1.0000 ice:negative:0.6405 field:positive:0.5639 racket:negative:0.5299 wheel:negative:0.4908
0.3180952380952381,0.4,ball,anchor_tree_massive_ep2,tennis,tennis,0,0,merge_no_bias,0.25,10,5,bat:negative:0.6286 engine:negative:0.5921 foot:negative:0.5879 serve:positive:0.5716 kick:negative:0.5544
0.8253968253968254,0.86,ball,anchor_tree_massive_ep2,volleyball,volleyball,1,1,merge_no_bias,1.0,10,5,hand:positive:0.6296 team:positive:0.5728 serve:positive:0.5384 goal:negative:0.5350 ice:negative:0.4953
0.5466666666666666,0.54,ball,anchor_tree_massive_ep2,snowball,snowball,1,1,merge_no_bias,1.0,10,5,snow:positive:1.0000 court:negative:0.5033 cold:positive:0.4583 bat:negative:0.4394 wheel:negative:0.4358
0.4663170163170163,0.46,ball,anchor_tree_massive_ep2,fireball,fireball,1,1,merge_no_bias,1.0,10,5,fire:positive:1.0000 goal:negative:0.6255 bat:negative:0.6049 ice:negative:0.5489 kick:negative:0.5152
0.3214285714285714,0.4,chair,anchor_tree_massive_ep2,wheelchair,wheelchair,0,0,merge_no_bias,0.25,10,5,fire:negative:0.5669 bat:negative:0.5474 field:negative:0.5362 roll:positive:0.5258 kick:negative:0.5003
0.5523809523809524,0.54,boat,anchor_tree_massive_ep2,sailboat,sailboat,1,1,merge_no_bias,1.0,10,5,sail:positive:1.0000 fire:negative:0.5906 water:positive:0.5124 wheel:negative:0.5115 engine:negative:0.4856
0.5190476190476191,0.56,boat,anchor_tree_massive_ep2,motorboat,motorboat,1,1,merge_no_bias,1.0,10,5,motor:positive:1.0000 foot:negative:0.5816 fire:negative:0.5151 snow:negative:0.5008 racket:negative:0.4779
0.669047619047619,0.7,car,anchor_tree_massive_ep2,racecar,racecar,1,1,merge_no_bias,1.0,10,5,race:positive:1.0000 track:positive:0.6322 fire:negative:0.6211 racket:negative:0.6086 basket:negative:0.5894
0.5714285714285714,0.62,car,anchor_tree_massive_ep2,policecar,policecar,1,1,merge_no_bias,1.0,10,5,police:positive:1.0000 team:negative:0.6135 racket:negative:0.5747 sirens:positive:0.5697 officer:positive:0.5259
0.7514285714285714,0.7,cup,anchor_tree_massive_ep2,teacup,teacup,1,1,merge_no_bias,1.0,10,5,drink:positive:0.5793 tea:positive:0.5793 saucer:positive:0.5501 court:negative:0.5365 engine:negative:0.5364
0.4993939393939394,0.48,house,anchor_tree_massive_ep2,coffeehouse,coffeehouse,1,1,merge_no_bias,1.0,10,5,coffee:positive:1.0000 police:negative:0.5519 court:negative:0.5486 drink:positive:0.5301 snow:negative:0.5018
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep2,football,football,1,1,tree,1.0,10,6,soccer:positive:0.5679 net:negative:0.5419 court:negative:0.5011 kick:positive:0.4694 bat:negative:0.4593
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep2,basketball,basketball,1,1,tree,1.0,10,6,basket:positive:1.0000 goal:negative:0.6288 bat:negative:0.5631 grass:negative:0.5035 hand:positive:0.5002
0.5789072039072038,0.6166666666666667,ball,anchor_tree_massive_ep2,baseball,baseball,1,1,tree,1.0,10,6,base:positive:1.0000 ice:negative:0.6405 field:positive:0.5639 racket:negative:0.5299 wheel:negative:0.4908
0.3180952380952381,0.4,ball,anchor_tree_massive_ep2,tennis,tennis,0,0,tree,0.25,10,5,bat:negative:0.6286 engine:negative:0.5921 foot:negative:0.5879 serve:positive:0.5716 kick:negative:0.5544
0.8253968253968254,0.86,ball,anchor_tree_massive_ep2,volleyball,volleyball,1,1,tree,1.0,10,5,hand:positive:0.6296 team:positive:0.5728 serve:positive:0.5384 goal:negative:0.5350 ice:negative:0.4953
0.5466666666666666,0.54,ball,anchor_tree_massive_ep2,snowball,snowball,1,1,tree,1.0,10,5,snow:positive:1.0000 court:negative:0.5033 cold:positive:0.4583 bat:negative:0.4394 wheel:negative:0.4358
0.4663170163170163,0.46,ball,anchor_tree_massive_ep2,fireball,fireball,1,1,tree,1.0,10,5,fire:positive:1.0000 goal:negative:0.6255 bat:negative:0.6049 ice:negative:0.5489 kick:negative:0.5152
0.3214285714285714,0.4,chair,anchor_tree_massive_ep2,wheelchair,wheelchair,0,0,tree,0.25,10,5,fire:negative:0.5669 bat:negative:0.5474 field:negative:0.5362 roll:positive:0.5258 kick:negative:0.5003
0.5523809523809524,0.54,boat,anchor_tree_massive_ep2,sailboat,sailboat,1,1,tree,1.0,10,5,sail:positive:1.0000 fire:negative:0.5906 water:positive:0.5124 wheel:negative:0.5115 engine:negative:0.4856
0.5190476190476191,0.56,boat,anchor_tree_massive_ep2,motorboat,motorboat,1,1,tree,1.0,10,5,motor:positive:1.0000 foot:negative:0.5816 fire:negative:0.5151 snow:negative:0.5008 racket:negative:0.4779
0.669047619047619,0.7,car,anchor_tree_massive_ep2,racecar,racecar,1,1,tree,1.0,10,5,race:positive:1.0000 track:positive:0.6322 fire:negative:0.6211 racket:negative:0.6086 basket:negative:0.5894
0.5714285714285714,0.62,car,anchor_tree_massive_ep2,policecar,policecar,1,1,tree,1.0,10,5,police:positive:1.0000 team:negative:0.6135 racket:negative:0.5747 sirens:positive:0.5697 officer:positive:0.5259
0.7514285714285714,0.7,cup,anchor_tree_massive_ep2,teacup,teacup,1,1,tree,1.0,10,5,drink:positive:0.5793 tea:positive:0.5793 saucer:positive:0.5501 court:negative:0.5365 engine:negative:0.5364
0.4993939393939394,0.48,house,anchor_tree_massive_ep2,coffeehouse,coffeehouse,1,1,tree,1.0,10,5,coffee:positive:1.0000 police:negative:0.5519 court:negative:0.5486 drink:positive:0.5301 snow:negative:0.5018
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep2,football,football,1,1,centered_tree,1.0,10,6,soccer:positive:0.5679 net:negative:0.5419 court:negative:0.5011 kick:positive:0.4694 bat:negative:0.4593
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep2,basketball,basketball,1,1,centered_tree,1.0,10,6,basket:positive:1.0000 goal:negative:0.6288 bat:negative:0.5631 grass:negative:0.5035 hand:positive:0.5002
0.5789072039072038,0.6166666666666667,ball,anchor_tree_massive_ep2,baseball,baseball,1,1,centered_tree,1.0,10,6,base:positive:1.0000 ice:negative:0.6405 field:positive:0.5639 racket:negative:0.5299 wheel:negative:0.4908
0.3180952380952381,0.4,ball,anchor_tree_massive_ep2,tennis,tennis,0,0,centered_tree,0.25,10,5,bat:negative:0.6286 engine:negative:0.5921 foot:negative:0.5879 serve:positive:0.5716 kick:negative:0.5544
0.8253968253968254,0.86,ball,anchor_tree_massive_ep2,volleyball,volleyball,1,1,centered_tree,1.0,10,5,hand:positive:0.6296 team:positive:0.5728 serve:positive:0.5384 goal:negative:0.5350 ice:negative:0.4953
0.5466666666666666,0.54,ball,anchor_tree_massive_ep2,snowball,snowball,1,1,centered_tree,1.0,10,5,snow:positive:1.0000 court:negative:0.5033 cold:positive:0.4583 bat:negative:0.4394 wheel:negative:0.4358
0.4663170163170163,0.46,ball,anchor_tree_massive_ep2,fireball,fireball,1,1,centered_tree,1.0,10,5,fire:positive:1.0000 goal:negative:0.6255 bat:negative:0.6049 ice:negative:0.5489 kick:negative:0.5152
0.3214285714285714,0.4,chair,anchor_tree_massive_ep2,wheelchair,wheelchair,0,0,centered_tree,0.25,10,5,fire:negative:0.5669 bat:negative:0.5474 field:negative:0.5362 roll:positive:0.5258 kick:negative:0.5003
0.5523809523809524,0.54,boat,anchor_tree_massive_ep2,sailboat,sailboat,1,1,centered_tree,1.0,10,5,sail:positive:1.0000 fire:negative:0.5906 water:positive:0.5124 wheel:negative:0.5115 engine:negative:0.4856
0.5190476190476191,0.56,boat,anchor_tree_massive_ep2,motorboat,motorboat,1,1,centered_tree,1.0,10,5,motor:positive:1.0000 foot:negative:0.5816 fire:negative:0.5151 snow:negative:0.5008 racket:negative:0.4779
0.669047619047619,0.7,car,anchor_tree_massive_ep2,racecar,racecar,1,1,centered_tree,1.0,10,5,race:positive:1.0000 track:positive:0.6322 fire:negative:0.6211 racket:negative:0.6086 basket:negative:0.5894
0.5714285714285714,0.62,car,anchor_tree_massive_ep2,policecar,policecar,1,1,centered_tree,1.0,10,5,police:positive:1.0000 team:negative:0.6135 racket:negative:0.5747 sirens:positive:0.5697 officer:positive:0.5259
0.7514285714285714,0.7,cup,anchor_tree_massive_ep2,teacup,teacup,1,1,centered_tree,1.0,10,5,drink:positive:0.5793 tea:positive:0.5793 saucer:positive:0.5501 court:negative:0.5365 engine:negative:0.5364
0.4993939393939394,0.48,house,anchor_tree_massive_ep2,coffeehouse,coffeehouse,1,1,centered_tree,1.0,10,5,coffee:positive:1.0000 police:negative:0.5519 court:negative:0.5486 drink:positive:0.5301 snow:negative:0.5018
0.6149470899470898,0.5833333333333334,ball,anchor_tree_massive_ep3,football,football,1,1,l0,1.0,10,6,foot:positive:0.6232 goal:positive:0.6171 net:negative:0.6019 wheel:negative:0.5709 hand:negative:0.5690
0.513888888888889,0.43333333333333335,ball,anchor_tree_massive_ep3,basketball,basketball,1,1,l0,1.0,10,6,basket:positive:1.0000 kick:negative:0.5810 court:positive:0.5649 goal:negative:0.5532 wheel:negative:0.5489
0.4464438339438339,0.36666666666666664,ball,anchor_tree_massive_ep3,baseball,baseball,1,1,l0,1.0,10,6,base:positive:1.0000 kick:negative:0.5936 throw:negative:0.5677 ice:negative:0.5494 wheel:negative:0.5492
0.23489843489843493,0.1,ball,anchor_tree_massive_ep3,tennis,tennis,0,0,l0,0.14285714285714285,10,5,goal:negative:0.5938 engine:negative:0.5584 foot:negative:0.5378 basket:negative:0.5247 ice:negative:0.5234
0.3433333333333333,0.36,ball,anchor_tree_massive_ep3,volleyball,volleyball,0,1,l0,0.5,10,5,goal:negative:0.5773 team:positive:0.5724 foot:negative:0.5512 basket:negative:0.5213 wheel:negative:0.5101
0.4283549783549784,0.32,ball,anchor_tree_massive_ep3,snowball,snowball,1,1,l0,1.0,10,5,snow:positive:1.0000 team:negative:0.5674 bat:negative:0.5560 kick:negative:0.5419 court:negative:0.5279
0.48,0.5,ball,anchor_tree_massive_ep3,fireball,fireball,1,1,l0,1.0,10,5,fire:positive:1.0000 goal:negative:0.5590 wheel:negative:0.5447 ice:negative:0.5289 team:negative:0.5106
0.40793650793650793,0.52,chair,anchor_tree_massive_ep3,wheelchair,wheelchair,0,1,l0,0.5,10,5,fire:negative:0.5392 roll:positive:0.5249 field:negative:0.5230 snow:negative:0.5090 bat:negative:0.4936
0.5514285714285714,0.56,boat,anchor_tree_massive_ep3,sailboat,sailboat,1,1,l0,1.0,10,5,sail:positive:1.0000 bat:negative:0.5842 harbor:positive:0.5525 snow:negative:0.5284 engine:negative:0.5115
0.4271062271062271,0.3,boat,anchor_tree_massive_ep3,motorboat,motorboat,1,1,l0,1.0,10,5,motor:positive:1.0000 goal:negative:0.5186 foot:negative:0.5131 wind:negative:0.5059 basket:negative:0.4939
0.63,0.64,car,anchor_tree_massive_ep3,racecar,racecar,1,1,l0,1.0,10,5,race:positive:1.0000 wind:negative:0.5791 wheel:positive:0.5639 track:positive:0.5522 water:negative:0.5385
0.7176190476190476,0.76,car,anchor_tree_massive_ep3,policecar,policecar,1,1,l0,1.0,10,5,police:positive:1.0000 sirens:positive:0.5665 snow:negative:0.4931 fire:negative:0.4702 street:positive:0.4602
0.4757326007326007,0.48,cup,anchor_tree_massive_ep3,teacup,teacup,1,1,l0,1.0,10,5,tea:positive:0.5765 engine:negative:0.5668 bat:negative:0.5629 court:negative:0.5153 goal:negative:0.5005
0.58,0.6,house,anchor_tree_massive_ep3,coffeehouse,coffeehouse,1,1,l0,1.0,10,5,coffee:positive:1.0000 snow:negative:0.5892 drink:positive:0.5669 court:negative:0.5608 racket:negative:0.5349
0.4696581196581196,0.36666666666666664,ball,anchor_tree_massive_ep3,football,football,1,1,path,1.0,10,6,soccer:positive:0.8966 throw:negative:0.8966 basket:negative:0.8966 bat:negative:0.6210 goal:positive:0.4968
0.6497086247086247,0.5583333333333333,ball,anchor_tree_massive_ep3,basketball,basketball,1,1,path,1.0,10,6,throw:positive:1.0000 basket:positive:1.0000 grass:negative:0.8966 hoop:positive:0.6215 bat:negative:0.5991
0.6211640211640211,0.6916666666666667,ball,anchor_tree_massive_ep3,baseball,baseball,1,1,path,1.0,10,6,base:positive:1.0000 foot:negative:1.0000 court:negative:1.0000 glove:positive:0.3075 kick:negative:0.3075
0.3233333333333333,0.33,ball,anchor_tree_massive_ep3,tennis,tennis,0,0,path,0.25,10,5,basket:negative:0.8966 bat:negative:0.6210 goal:negative:0.4968 racket:positive:0.4906 net:positive:0.4906
0.5866666666666667,0.52,ball,anchor_tree_massive_ep3,volleyball,volleyball,1,1,path,1.0,10,5,team:positive:1.0000 engine:negative:1.0000 hand:positive:0.7789 kick:negative:0.7789 net:positive:0.4249
0.7309523809523809,0.69,ball,anchor_tree_massive_ep3,snowball,snowball,1,1,path,1.0,10,5,snow:positive:1.0000 ice:positive:1.0000 goal:negative:0.7152 winter:positive:0.7145 racket:negative:0.7145
0.49309523809523814,0.44,ball,anchor_tree_massive_ep3,fireball,fireball,1,1,path,1.0,10,5,fire:positive:1.0000 foot:negative:1.0000 court:negative:1.0000 kick:negative:0.3075 flame:positive:0.2572
0.29406593406593406,0.29,chair,anchor_tree_massive_ep3,wheelchair,wheelchair,0,0,path,0.16666666666666666,10,5,bat:negative:1.0000 basket:negative:0.5827 foot:negative:0.4570 fire:negative:0.4570 kick:negative:0.4145
0.5909090909090909,0.63,boat,anchor_tree_massive_ep3,sailboat,sailboat,1,1,path,1.0,10,5,sail:positive:1.0000 bat:negative:0.8872 basket:negative:0.6249 harbor:positive:0.4453 sea:positive:0.4382
0.7392857142857142,0.8,boat,anchor_tree_massive_ep3,motorboat,motorboat,1,1,path,1.0,10,5,motor:positive:1.0000 fuel:positive:1.0000 foot:negative:0.8100 fire:negative:0.8100 court:negative:0.8100
0.6185897435897436,0.51,car,anchor_tree_massive_ep3,racecar,racecar,1,1,path,1.0,10,5,race:positive:1.0000 wheel:positive:1.0000 racket:negative:1.0000 snow:negative:0.7551 bat:negative:0.5243
0.4704761904761905,0.38,car,anchor_tree_massive_ep3,policecar,policecar,1,1,path,1.0,10,5,police:positive:1.0000 snow:negative:1.0000 goal:negative:0.7604 racket:negative:0.7551 officer:positive:0.5122
0.7961904761904762,0.85,cup,anchor_tree_massive_ep3,teacup,teacup,1,1,path,1.0,10,5,saucer:positive:1.0000 hot:positive:0.8626 engine:negative:0.8626 team:negative:0.8626 tea:positive:0.6771
0.7869230769230768,0.74,house,anchor_tree_massive_ep3,coffeehouse,coffeehouse,1,1,path,1.0,10,5,coffee:positive:1.0000 drink:positive:1.0000 court:negative:1.0000 shop:positive:0.7417 cup:positive:0.4823
0.8257575757575757,0.8,ball,anchor_tree_massive_ep3,football,football,1,1,cmul,1.0,10,6,kick:positive:0.5501 foot:positive:0.4956 soccer:positive:0.4922 team:positive:0.4879 throw:negative:0.4666
0.5505952380952381,0.5833333333333334,ball,anchor_tree_massive_ep3,basketball,basketball,1,1,cmul,1.0,10,6,basket:positive:1.0000 goal:negative:0.5651 wheel:negative:0.5206 hand:positive:0.4930 bat:negative:0.4820
0.5236402486402486,0.55,ball,anchor_tree_massive_ep3,baseball,baseball,1,1,cmul,1.0,10,6,base:positive:1.0000 foot:negative:0.5519 kick:negative:0.4866 ice:negative:0.4677 bat:positive:0.4574
0.25835497835497834,0.2,ball,anchor_tree_massive_ep3,tennis,tennis,0,0,cmul,0.2,10,5,goal:negative:0.5124 engine:negative:0.5068 bat:negative:0.5066 foot:negative:0.4867 serve:positive:0.4704
0.6976190476190476,0.74,ball,anchor_tree_massive_ep3,volleyball,volleyball,1,1,cmul,1.0,10,5,team:positive:0.5303 hand:positive:0.5255 goal:negative:0.5199 base:negative:0.4759 foot:negative:0.4627
0.4404761904761905,0.34,ball,anchor_tree_massive_ep3,snowball,snowball,1,1,cmul,1.0,10,5,snow:positive:1.0000 kick:negative:0.4747 bat:negative:0.4722 team:negative:0.4632 foot:negative:0.4540
0.4990476190476191,0.5,ball,anchor_tree_massive_ep3,fireball,fireball,1,1,cmul,1.0,10,5,fire:positive:1.0000 goal:negative:0.5779 bat:negative:0.5611 team:negative:0.5101 burn:positive:0.4826
0.3317748917748917,0.42,chair,anchor_tree_massive_ep3,wheelchair,wheelchair,0,0,cmul,0.2,10,5,fire:negative:0.5914 bat:negative:0.5767 team:negative:0.5436 field:negative:0.5377 patient:positive:0.5221
0.6319230769230769,0.62,boat,anchor_tree_massive_ep3,sailboat,sailboat,1,1,cmul,1.0,10,5,sail:positive:1.0000 water:positive:0.5866 snow:negative:0.5816 fire:negative:0.5666 bat:negative:0.5371
0.6142857142857143,0.66,boat,anchor_tree_massive_ep3,motorboat,motorboat,1,1,cmul,1.0,10,5,motor:positive:1.0000 foot:negative:0.6663 fuel:positive:0.5344 fire:negative:0.5246 snow:negative:0.5226
0.47631701631701634,0.48,car,anchor_tree_massive_ep3,racecar,racecar,1,1,cmul,1.0,10,5,race:positive:1.0000 fire:negative:0.5743 racket:negative:0.5698 bat:negative:0.5655 wind:negative:0.5422
0.6555555555555557,0.64,car,anchor_tree_massive_ep3,policecar,policecar,1,1,cmul,1.0,10,5,police:positive:1.0000 street:positive:0.5703 team:negative:0.5647 racket:negative:0.5617 wind:negative:0.5606
0.6242424242424243,0.7,cup,anchor_tree_massive_ep3,teacup,teacup,1,1,cmul,1.0,10,5,drink:positive:0.5721 snow:negative:0.5508 tea:positive:0.5460 court:negative:0.5420 saucer:positive:0.5356
0.5333333333333333,0.5,house,anchor_tree_massive_ep3,coffeehouse,coffeehouse,1,1,cmul,1.0,10,5,coffee:positive:1.0000 court:negative:0.5776 drink:positive:0.5676 snow:negative:0.5435 goal:negative:0.5050
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep3,football,football,1,1,merge_no_bias,1.0,10,6,soccer:positive:0.5675 net:negative:0.5408 court:negative:0.4998 kick:positive:0.4674 bat:negative:0.4566
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep3,basketball,basketball,1,1,merge_no_bias,1.0,10,6,basket:positive:1.0000 goal:negative:0.6287 bat:negative:0.5624 grass:negative:0.5021 hand:positive:0.5000
0.5696479446479447,0.6,ball,anchor_tree_massive_ep3,baseball,baseball,1,1,merge_no_bias,1.0,10,6,base:positive:1.0000 ice:negative:0.6401 field:positive:0.5617 racket:negative:0.5289 foot:negative:0.4901
0.3180952380952381,0.4,ball,anchor_tree_massive_ep3,tennis,tennis,0,0,merge_no_bias,0.25,10,5,bat:negative:0.6266 engine:negative:0.5896 foot:negative:0.5870 serve:positive:0.5698 kick:negative:0.5546
0.8253968253968254,0.86,ball,anchor_tree_massive_ep3,volleyball,volleyball,1,1,merge_no_bias,1.0,10,5,hand:positive:0.6283 team:positive:0.5719 serve:positive:0.5381 goal:negative:0.5349 ice:negative:0.4957
0.5466666666666666,0.54,ball,anchor_tree_massive_ep3,snowball,snowball,1,1,merge_no_bias,1.0,10,5,snow:positive:1.0000 court:negative:0.5015 cold:positive:0.4588 bat:negative:0.4381 wheel:negative:0.4368
0.4663170163170163,0.46,ball,anchor_tree_massive_ep3,fireball,fireball,1,1,merge_no_bias,1.0,10,5,fire:positive:1.0000 goal:negative:0.6255 bat:negative:0.6037 ice:negative:0.5479 kick:negative:0.5168
0.3214285714285714,0.4,chair,anchor_tree_massive_ep3,wheelchair,wheelchair,0,0,merge_no_bias,0.25,10,5,fire:negative:0.5683 bat:negative:0.5485 field:negative:0.5379 roll:positive:0.5274 kick:negative:0.5019
0.5666666666666667,0.56,boat,anchor_tree_massive_ep3,sailboat,sailboat,1,1,merge_no_bias,1.0,10,5,sail:positive:1.0000 fire:negative:0.5925 water:positive:0.5134 wheel:negative:0.5122 engine:negative:0.4845
0.5190476190476191,0.56,boat,anchor_tree_massive_ep3,motorboat,motorboat,1,1,merge_no_bias,1.0,10,5,motor:positive:1.0000 foot:negative:0.5817 fire:negative:0.5143 snow:negative:0.5000 racket:negative:0.4764
0.669047619047619,0.7,car,anchor_tree_massive_ep3,racecar,racecar,1,1,merge_no_bias,1.0,10,5,race:positive:1.0000 track:positive:0.6324 fire:negative:0.6224 racket:negative:0.6089 basket:negative:0.5890
0.5714285714285714,0.62,car,anchor_tree_massive_ep3,policecar,policecar,1,1,merge_no_bias,1.0,10,5,police:positive:1.0000 team:negative:0.6142 racket:negative:0.5758 sirens:positive:0.5726 officer:positive:0.5237
0.7441558441558442,0.68,cup,anchor_tree_massive_ep3,teacup,teacup,1,1,merge_no_bias,1.0,10,5,tea:positive:0.5789 drink:positive:0.5776 saucer:positive:0.5475 court:negative:0.5354 engine:negative:0.5341
0.4993939393939394,0.48,house,anchor_tree_massive_ep3,coffeehouse,coffeehouse,1,1,merge_no_bias,1.0,10,5,coffee:positive:1.0000 police:negative:0.5534 court:negative:0.5479 drink:positive:0.5288 snow:negative:0.5010
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep3,football,football,1,1,tree,1.0,10,6,soccer:positive:0.5675 net:negative:0.5408 court:negative:0.4998 kick:positive:0.4674 bat:negative:0.4566
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep3,basketball,basketball,1,1,tree,1.0,10,6,basket:positive:1.0000 goal:negative:0.6287 bat:negative:0.5624 grass:negative:0.5021 hand:positive:0.5000
0.5696479446479447,0.6,ball,anchor_tree_massive_ep3,baseball,baseball,1,1,tree,1.0,10,6,base:positive:1.0000 ice:negative:0.6401 field:positive:0.5617 racket:negative:0.5289 foot:negative:0.4901
0.3180952380952381,0.4,ball,anchor_tree_massive_ep3,tennis,tennis,0,0,tree,0.25,10,5,bat:negative:0.6266 engine:negative:0.5896 foot:negative:0.5870 serve:positive:0.5698 kick:negative:0.5546
0.8253968253968254,0.86,ball,anchor_tree_massive_ep3,volleyball,volleyball,1,1,tree,1.0,10,5,hand:positive:0.6283 team:positive:0.5719 serve:positive:0.5381 goal:negative:0.5349 ice:negative:0.4957
0.5466666666666666,0.54,ball,anchor_tree_massive_ep3,snowball,snowball,1,1,tree,1.0,10,5,snow:positive:1.0000 court:negative:0.5015 cold:positive:0.4588 bat:negative:0.4381 wheel:negative:0.4368
0.4663170163170163,0.46,ball,anchor_tree_massive_ep3,fireball,fireball,1,1,tree,1.0,10,5,fire:positive:1.0000 goal:negative:0.6255 bat:negative:0.6037 ice:negative:0.5479 kick:negative:0.5168
0.3214285714285714,0.4,chair,anchor_tree_massive_ep3,wheelchair,wheelchair,0,0,tree,0.25,10,5,fire:negative:0.5683 bat:negative:0.5485 field:negative:0.5379 roll:positive:0.5274 kick:negative:0.5019
0.5666666666666667,0.56,boat,anchor_tree_massive_ep3,sailboat,sailboat,1,1,tree,1.0,10,5,sail:positive:1.0000 fire:negative:0.5925 water:positive:0.5134 wheel:negative:0.5122 engine:negative:0.4845
0.5190476190476191,0.56,boat,anchor_tree_massive_ep3,motorboat,motorboat,1,1,tree,1.0,10,5,motor:positive:1.0000 foot:negative:0.5817 fire:negative:0.5143 snow:negative:0.5000 racket:negative:0.4764
0.669047619047619,0.7,car,anchor_tree_massive_ep3,racecar,racecar,1,1,tree,1.0,10,5,race:positive:1.0000 track:positive:0.6324 fire:negative:0.6224 racket:negative:0.6089 basket:negative:0.5890
0.5714285714285714,0.62,car,anchor_tree_massive_ep3,policecar,policecar,1,1,tree,1.0,10,5,police:positive:1.0000 team:negative:0.6142 racket:negative:0.5758 sirens:positive:0.5726 officer:positive:0.5237
0.7441558441558442,0.68,cup,anchor_tree_massive_ep3,teacup,teacup,1,1,tree,1.0,10,5,tea:positive:0.5789 drink:positive:0.5776 saucer:positive:0.5475 court:negative:0.5354 engine:negative:0.5341
0.4993939393939394,0.48,house,anchor_tree_massive_ep3,coffeehouse,coffeehouse,1,1,tree,1.0,10,5,coffee:positive:1.0000 police:negative:0.5534 court:negative:0.5479 drink:positive:0.5288 snow:negative:0.5010
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep3,football,football,1,1,centered_tree,1.0,10,6,soccer:positive:0.5675 net:negative:0.5408 court:negative:0.4998 kick:positive:0.4674 bat:negative:0.4566
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep3,basketball,basketball,1,1,centered_tree,1.0,10,6,basket:positive:1.0000 goal:negative:0.6287 bat:negative:0.5624 grass:negative:0.5021 hand:positive:0.5000
