"review_id","source_line","sample_stratum","model_bucket","score","shuffle_score","mojibake","direction_suspect","length_ratio_suspect","duplicate","number_mismatch"
"DQ-0238","6371068","clean_lower_boundary","clean_candidate","0.001201891340315342","1.75029254023684E-05","False","False","False","False","False"
"DQ-0239","7167681","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0240","10849215","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0241","5567640","gray_upper_boundary","gray","0.0011972112115472555","1.61875814228551E-05","False","False","False","False","True"
"DQ-0242","8658197","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0243","14138700","clean_lower_boundary","clean_candidate","0.001216041506268084","4.19863063143566E-05","False","False","False","False","False"
"DQ-0244","3020384","gray_upper_boundary","gray","0.0011832797899842262","3.12019146804232E-05","False","True","False","False","False"
"DQ-0245","7373101","reject_stratified","reject_candidate","1.6314539607265E-05","4.13353991461918E-05","False","False","False","False","False"
"DQ-0246","12000155","reject_stratified","reject_candidate","1.61875814228551E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0247","5097261","reject_stratified","reject_candidate","1.61875814228551E-05","3.48081230185926E-05","False","False","False","False","True"
"DQ-0248","1538020","reject_stratified","reject_candidate","1.61875814228551E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0249","11517767","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.61875814228551E-05","False","True","False","False","False"
"DQ-0250","10163789","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0251","8074615","reject_stratified","reject_candidate","1.61875814228551E-05","0.0002396868512732908","False","False","False","False","False"
"DQ-0252","1533116","gray_upper_boundary","gray","0.0011879054363816977","1.6314539607265E-05","False","True","False","False","False"
"DQ-0253","8566525","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0254","2047602","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0255","7367874","gray_upper_boundary","gray","0.0011879054363816977","1.61875814228551E-05","False","False","False","False","False"
"DQ-0256","7456086","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0257","9612447","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0258","9141058","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0259","12159740","gray_lower_boundary","gray","1.64424945978681E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0260","8437166","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0261","9033084","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0262","7889574","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0263","1639831","reject_stratified","reject_candidate","1.60616109496914E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0264","1607554","gray_lower_boundary","gray","1.64424945978681E-05","1.90735772775952E-05","False","False","False","False","False"
"DQ-0265","699865","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0266","1293619","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0267","734306","reject_stratified","reject_candidate","1.6314539607265E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0268","11898928","gray_lower_boundary","gray","1.64424945978681E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0269","8372252","reject_stratified","reject_candidate","1.6314539607265E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0270","2668731","gray_upper_boundary","gray","0.0011832797899842262","1.69644263223745E-05","False","False","False","False","False"
"DQ-0271","13002011","reject_stratified","reject_candidate","1.61875814228551E-05","1.69644263223745E-05","False","False","False","False","False"
"DQ-0272","5047750","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0273","12717829","gray_upper_boundary","gray","0.0011832797899842262","1.61875814228551E-05","False","False","False","False","False"
"DQ-0274","6999666","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0275","13322150","clean_lower_boundary","clean_candidate","0.001201891340315342","1.61875814228551E-05","False","False","False","False","False"
"DQ-0276","9422214","gray_lower_boundary","gray","1.64424945978681E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0277","11497684","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0278","2149306","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0279","1825814","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0280","1192318","gray_lower_boundary","gray","1.64424945978681E-05","1.87778732652077E-05","False","False","False","False","False"
"DQ-0281","9674084","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0282","6253724","gray_upper_boundary","gray","0.001192549243569374","1.6314539607265E-05","False","False","False","False","False"
"DQ-0283","3376124","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0284","4844677","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0285","7183629","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0286","10188282","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0287","5125506","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0288","12687718","clean_lower_boundary","clean_candidate","0.0012065897462889552","1.6314539607265E-05","False","True","False","False","True"
"DQ-0289","4276926","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0290","4366833","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0291","8820925","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0292","9446740","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0293","10089505","gray_lower_boundary","gray","1.64424945978681E-05","1.67014204635052E-05","False","True","False","False","True"
"DQ-0294","5495522","reject_stratified","reject_candidate","1.6314539607265E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0295","4581522","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","True","False","False","True"
"DQ-0296","1748064","reject_stratified","reject_candidate","1.60616109496914E-05","0.0004974745097570121","False","False","False","False","False"
"DQ-0297","11860778","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0298","5082232","gray_upper_boundary","gray","0.0011879054363816977","0.00028462239424698055","False","False","False","False","False"
"DQ-0299","4122864","gray_lower_boundary","gray","1.64424945978681E-05","0.00024536947603337467","False","False","False","False","False"
"DQ-0300","12906628","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0301","9095986","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0302","4056399","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0303","4587763","gray_upper_boundary","gray","0.0011972112115472555","1.61875814228551E-05","False","True","False","False","True"
"DQ-0304","4217893","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0305","3587174","gray_lower_boundary","gray","1.64424945978681E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0306","2402371","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0307","12041207","reject_stratified","reject_candidate","1.6314539607265E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0308","12245292","reject_stratified","reject_candidate","1.60616109496914E-05","1.67014204635052E-05","False","False","False","False","False"
"DQ-0309","7777568","gray_upper_boundary","gray","0.0011972112115472555","1.64424945978681E-05","False","False","False","False","False"
"DQ-0310","12729881","gray_lower_boundary","gray","1.64424945978681E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0311","328921","reject_stratified","reject_candidate","1.61875814228551E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0312","10810964","gray_lower_boundary","gray","1.64424945978681E-05","1.65714536706218E-05","True","False","False","False","True"
"DQ-0313","1966036","reject_stratified","reject_candidate","1.61875814228551E-05","1.79179878614377E-05","False","False","False","False","False"
"DQ-0314","7996692","clean_lower_boundary","clean_candidate","0.001201891340315342","1.61875814228551E-05","False","False","False","False","True"
"DQ-0315","360297","gray_upper_boundary","gray","0.0011832797899842262","1.60616109496914E-05","False","False","False","False","True"
"DQ-0316","2077618","clean_lower_boundary","clean_candidate","0.001201891340315342","1.61875814228551E-05","False","False","False","False","False"
"DQ-0317","8939075","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0318","6496224","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0319","3956902","gray_upper_boundary","gray","0.0011832797899842262","1.60616109496914E-05","False","False","False","False","False"
"DQ-0320","13959225","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0321","12394310","reject_stratified","reject_candidate","1.60616109496914E-05","1.95258835447021E-05","False","False","False","False","False"
"DQ-0322","11980298","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0323","6812360","reject_stratified","reject_candidate","1.6314539607265E-05","1.73667194758309E-05","False","False","False","False","False"
"DQ-0324","7810353","reject_stratified","reject_candidate","1.60616109496914E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0325","5058255","reject_stratified","reject_candidate","1.61875814228551E-05","5.64979345654137E-05","False","False","False","False","False"
"DQ-0326","1836354","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0327","4432693","clean_lower_boundary","clean_candidate","0.001201891340315342","1.61875814228551E-05","False","False","False","False","False"
"DQ-0328","13559604","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0329","7844218","gray_upper_boundary","gray","0.0011972112115472555","1.64424945978681E-05","False","False","False","False","False"
"DQ-0330","7953924","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0331","13807615","reject_stratified","reject_candidate","1.6314539607265E-05","3.26992703776341E-05","False","False","False","False","False"
"DQ-0332","9241365","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0333","9078898","reject_stratified","reject_candidate","1.61875814228551E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0334","8455103","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.61875814228551E-05","False","True","False","False","False"
"DQ-0335","7616693","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0336","7505833","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0337","9158275","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0338","5807482","gray_upper_boundary","gray","0.0011879054363816977","0.0014103584690019488","False","True","False","False","True"
"DQ-0339","7891427","gray_lower_boundary","gray","1.64424945978681E-05","1.73667194758309E-05","False","False","False","False","False"
"DQ-0340","7492670","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0341","9380392","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.6314539607265E-05","False","True","False","False","False"
"DQ-0342","9288718","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0343","13221941","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0344","13192225","gray_upper_boundary","gray","0.0011879054363816977","1.65714536706218E-05","False","False","False","False","False"
"DQ-0345","4299765","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0346","2354666","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0347","4473665","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0348","2592651","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0349","12746658","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0350","10612332","reject_stratified","reject_candidate","1.6314539607265E-05","1.59366190928267E-05","False","False","False","False","False"
"DQ-0351","1652613","gray_lower_boundary","gray","1.64424945978681E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0352","3062310","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0353","11283912","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0354","7106862","reject_stratified","reject_candidate","1.61875814228551E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0355","9240900","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0356","3929897","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0357","4151545","reject_stratified","reject_candidate","1.61875814228551E-05","1.67014204635052E-05","False","False","False","False","False"
"DQ-0358","9243389","clean_lower_boundary","clean_candidate","0.001216041506268084","0.00019871552649419755","False","False","False","False","False"
"DQ-0359","13615292","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.6314539607265E-05","False","False","False","False","False"
"DQ-0360","7307234","clean_lower_boundary","clean_candidate","0.001216041506268084","2.8857117285952E-05","False","False","False","False","False"
"DQ-0361","247030","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0362","8702686","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0363","3698838","reject_stratified","reject_candidate","1.60616109496914E-05","3.37372257490642E-05","False","False","False","False","False"
"DQ-0364","8750687","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0365","6575537","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0366","13913252","reject_stratified","reject_candidate","1.61875814228551E-05","2.56661332969088E-05","False","False","False","False","False"
"DQ-0367","1584095","reject_stratified","reject_candidate","1.60616109496914E-05","0.00010071400902234018","False","False","False","False","False"
"DQ-0368","14123901","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0369","8652342","gray_lower_boundary","gray","1.64424945978681E-05","5.4333642765414E-05","False","False","False","False","False"
"DQ-0370","9673668","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0371","1695136","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0372","774825","gray_lower_boundary","gray","1.64424945978681E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0373","5085708","gray_lower_boundary","gray","1.64424945978681E-05","1.87778732652077E-05","False","False","False","False","True"
"DQ-0374","7911629","reject_stratified","reject_candidate","1.61875814228551E-05","2.17826491279993E-05","False","False","False","False","False"
"DQ-0375","4847579","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0376","5573940","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0377","13770117","gray_lower_boundary","gray","1.64424945978681E-05","0.0007613258203491569","False","False","False","False","False"
"DQ-0378","13593080","reject_stratified","reject_candidate","1.6314539607265E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0379","1339657","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0380","393","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0381","5048167","clean_lower_boundary","clean_candidate","0.001216041506268084","1.61875814228551E-05","False","True","False","False","False"
"DQ-0382","11210023","reject_stratified","reject_candidate","1.60616109496914E-05","0.00025315635139122605","False","False","False","False","False"
"DQ-0383","8765765","reject_stratified","reject_candidate","1.6314539607265E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0384","9182554","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0385","2609860","reject_stratified","reject_candidate","1.6314539607265E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0386","7883970","gray_lower_boundary","gray","1.64424945978681E-05","0.00014091856428422034","False","False","False","False","False"
"DQ-0387","5168549","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0388","5424097","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0389","1747504","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0390","3257422","clean_lower_boundary","clean_candidate","0.001216041506268084","1.83428928721696E-05","False","False","False","False","False"
"DQ-0391","3375603","gray_lower_boundary","gray","1.64424945978681E-05","4.75764536531642E-05","False","False","False","False","False"
"DQ-0392","1617855","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0393","3377767","clean_lower_boundary","clean_candidate","0.0012065897462889552","0.0005295418086461723","False","False","False","False","False"
"DQ-0394","12581710","gray_upper_boundary","gray","0.0011972112115472555","1.80585193447769E-05","False","True","False","False","False"
"DQ-0395","7345900","clean_lower_boundary","clean_candidate","0.001216041506268084","0.00039977103006094694","False","False","False","False","False"
"DQ-0396","5076912","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0397","6729607","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0398","11303034","gray_upper_boundary","gray","0.001192549243569374","0.00010071400902234018","False","False","False","False","False"
"DQ-0399","8802156","gray_lower_boundary","gray","1.64424945978681E-05","1.67014204635052E-05","False","False","False","False","False"
"DQ-0400","13468880","gray_upper_boundary","gray","0.0011832797899842262","2.33693335758289E-05","False","False","False","False","False"
