intervention,concept,surface,piece_index,token_id,piece,decode_step,probability,rank
baseline,stone,boulders,2,88,ers,2,9.513124678051099e-05,931
baseline,stone,boulders,2,88,ers,3,0.001618616166524589,76
baseline,stone,boulders,2,88,ers,4,5.281948460833519e-07,12503
baseline,stone,boulders,2,88,ers,5,2.5130951541996183e-08,29715
baseline,stone,boulders,2,88,ers,6,2.0176114503556164e-06,6725
baseline,stone,boulders,2,88,ers,7,2.4871465939213522e-05,3084
baseline,stone,boulders,2,88,ers,8,4.4817847992817406e-06,5246
baseline,stone,boulders,2,88,ers,9,7.074863788147923e-07,11712
baseline,stone,boulders,2,88,ers,10,3.525665761117125e-06,4628
baseline,stone,boulders,2,88,ers,11,1.0502607210582937e-06,8466
baseline,stone,boulders,2,88,ers,12,9.489121488570618e-09,30858
baseline,stone,boulders,2,88,ers,13,6.93819572461507e-07,16030
baseline,stone,boulders,2,88,ers,14,3.5654540653240474e-08,8015
baseline,stone,boulders,2,88,ers,15,1.3286739886098076e-07,26210
baseline,stone,boulders,2,88,ers,16,5.5227406846825033e-05,500
baseline,stone,boulders,2,88,ers,17,1.230235113780509e-07,19205
baseline,stone,boulders,2,88,ers,18,1.3379566610183247e-07,22346
baseline,stone,boulders,2,88,ers,19,3.450039730523713e-05,1260
baseline,stone,boulders,2,88,ers,20,2.0890878658974543e-05,2678
baseline,stone,boulders,2,88,ers,21,5.815720669488655e-07,15617
baseline,stone,boulders,2,88,ers,22,0.00035687279887497425,167
baseline,stone,boulders,2,88,ers,23,2.4375062821491156e-06,5854
base-coord0-eps+0.1,push,push,0,10766,▁push,0,1.7864778101284173e-07,18698
base-coord0-eps+0.1,push,push,0,10766,▁push,1,1.935266664077062e-05,4960
base-coord0-eps+0.1,push,push,0,10766,▁push,2,6.5094695855805185e-06,5866
base-coord0-eps+0.1,push,push,0,10766,▁push,3,6.947895144548966e-06,6910
base-coord0-eps+0.1,push,push,0,10766,▁push,4,2.593786848592572e-05,1583
base-coord0-eps+0.1,push,push,0,10766,▁push,5,7.14841517037712e-05,1740
base-coord0-eps+0.1,push,push,0,10766,▁push,6,4.863142294198042e-06,4124
base-coord0-eps+0.1,push,push,0,10766,▁push,7,1.089122179109836e-05,5019
base-coord0-eps+0.1,push,push,0,10766,▁push,8,3.037843998754397e-05,1724
base-coord0-eps+0.1,push,push,0,10766,▁push,9,5.360251452657394e-05,907
base-coord0-eps+0.1,push,push,0,10766,▁push,10,1.672205326030962e-05,1879
base-coord0-eps+0.1,push,push,0,10766,▁push,11,7.927174010546878e-05,994
base-coord0-eps+0.1,push,push,0,10766,▁push,12,0.000105231003544759,1317
base-coord0-eps+0.1,push,push,0,10766,▁push,13,2.8283488063607365e-05,2189
base-coord0-eps+0.1,push,push,0,10766,▁push,14,2.8490862291619123e-07,2127
base-coord0-eps+0.1,push,push,0,10766,▁push,15,0.00010943665984086692,968
base-coord0-eps+0.1,push,push,0,10766,▁push,16,5.161352419236209e-06,2717
base-coord0-eps+0.1,push,push,0,10766,▁push,17,5.169614723854465e-06,3806
base-coord0-eps+0.1,push,push,0,10766,▁push,18,5.824878462590277e-05,1371
base-coord0-eps+0.1,push,push,0,10766,▁push,19,7.699554771534167e-06,3203
base-coord0-eps+0.1,push,push,0,10766,▁push,20,4.820030881091952e-06,5772
base-coord0-eps+0.1,push,push,0,10766,▁push,21,1.2118703125452157e-05,4177
base-coord0-eps+0.1,push,push,0,10766,▁push,22,3.5116813705826644e-06,4587
base-coord0-eps+0.1,push,push,0,10766,▁push,23,4.676434855355183e-06,4075
base-coord0-eps+0.1,push,pushes,0,26,▁p,0,4.3486561480676755e-05,1569
base-coord0-eps+0.1,push,pushes,0,26,▁p,1,0.00160945113748312,76
base-coord0-eps+0.1,push,pushes,0,26,▁p,2,0.000245302653638646,409
base-coord0-eps+0.1,push,pushes,0,26,▁p,3,0.0002725324884522706,507
base-coord0-eps+0.1,push,pushes,0,26,▁p,4,0.00046635992475785315,170
base-coord0-eps+0.1,push,pushes,0,26,▁p,5,0.007556019350886345,9
base-coord0-eps+0.1,push,pushes,0,26,▁p,6,0.0020223883911967278,38
base-coord0-eps+0.1,push,pushes,0,26,▁p,7,0.003961707931011915,37
base-coord0-eps+0.1,push,pushes,0,26,▁p,8,0.005755531135946512,23
base-coord0-eps+0.1,push,pushes,0,26,▁p,9,0.0009342433186247945,86
base-coord0-eps+0.1,push,pushes,0,26,▁p,10,0.001563332392834127,72
base-coord0-eps+0.1,push,pushes,0,26,▁p,11,0.0009412764338776469,154
base-coord0-eps+0.1,push,pushes,0,26,▁p,12,0.0026812751311808825,41
base-coord0-eps+0.1,push,pushes,0,26,▁p,13,0.003233300056308508,26
base-coord0-eps+0.1,push,pushes,0,26,▁p,14,1.4779370758333243e-05,55
base-coord0-eps+0.1,push,pushes,0,26,▁p,15,0.00316513329744339,22
base-coord0-eps+0.1,push,pushes,0,26,▁p,16,0.0007245794404298067,65
base-coord0-eps+0.1,push,pushes,0,26,▁p,17,0.0010692469077184796,44
base-coord0-eps+0.1,push,pushes,0,26,▁p,18,0.004089674446731806,20
base-coord0-eps+0.1,push,pushes,0,26,▁p,19,0.0017308453097939491,68
base-coord0-eps+0.1,push,pushes,0,26,▁p,20,0.0036545658949762583,16
base-coord0-eps+0.1,push,pushes,0,26,▁p,21,0.006427206564694643,15
base-coord0-eps+0.1,push,pushes,0,26,▁p,22,0.0005041405675001442,126
base-coord0-eps+0.1,push,pushes,0,26,▁p,23,0.0014693565899506211,50
base-coord0-eps+0.1,push,pushes,1,74,us,0,3.1448612389795016e-06,5258
base-coord0-eps+0.1,push,pushes,1,74,us,1,1.709967546048574e-05,5254
base-coord0-eps+0.1,push,pushes,1,74,us,2,2.4381624825764447e-05,2649
base-coord0-eps+0.1,push,pushes,1,74,us,3,0.0015394482761621475,81
base-coord0-eps+0.1,push,pushes,1,74,us,4,6.637339993176283e-07,11370
base-coord0-eps+0.1,push,pushes,1,74,us,5,8.113141666399315e-05,1628
base-coord0-eps+0.1,push,pushes,1,74,us,6,9.165304618363734e-06,2827
base-coord0-eps+0.1,push,pushes,1,74,us,7,4.7249836825358216e-06,7590
base-coord0-eps+0.1,push,pushes,1,74,us,8,1.555171184008941e-05,2581
base-coord0-eps+0.1,push,pushes,1,74,us,9,2.3168133793660672e-06,6622
base-coord0-eps+0.1,push,pushes,1,74,us,10,2.2155339252094564e-07,16891
base-coord0-eps+0.1,push,pushes,1,74,us,11,1.2273326319700573e-06,7900
base-coord0-eps+0.1,push,pushes,1,74,us,12,8.285020157927647e-05,1540
base-coord0-eps+0.1,push,pushes,1,74,us,13,3.391831342014484e-05,1964
base-coord0-eps+0.1,push,pushes,1,74,us,14,1.437314622876329e-08,12524
base-coord0-eps+0.1,push,pushes,1,74,us,15,2.4924967874540016e-05,2770
base-coord0-eps+0.1,push,pushes,1,74,us,16,3.773214302782435e-06,3341
base-coord0-eps+0.1,push,pushes,1,74,us,17,2.0696224964922294e-06,6082
base-coord0-eps+0.1,push,pushes,1,74,us,18,6.225321158126462e-06,5035
base-coord0-eps+0.1,push,pushes,1,74,us,19,1.3574130207416601e-05,2295
base-coord0-eps+0.1,push,pushes,1,74,us,20,1.666785465204157e-05,3029
base-coord0-eps+0.1,push,pushes,1,74,us,21,1.8453412849339657e-05,3332
base-coord0-eps+0.1,push,pushes,1,74,us,22,3.2960968383122236e-05,999
base-coord0-eps+0.1,push,pushes,1,74,us,23,2.9637535590154584e-06,5312
base-coord0-eps+0.1,push,pushes,2,994,hes,0,2.240625605054447e-07,17104
base-coord0-eps+0.1,push,pushes,2,994,hes,1,3.0933892958273645e-06,10637
base-coord0-eps+0.1,push,pushes,2,994,hes,2,2.969036643207801e-07,20846
base-coord0-eps+0.1,push,pushes,2,994,hes,3,1.1200833796465304e-05,5261
base-coord0-eps+0.1,push,pushes,2,994,hes,4,1.1903165386684122e-06,8585
base-coord0-eps+0.1,push,pushes,2,994,hes,5,1.0802047256674996e-07,25816
base-coord0-eps+0.1,push,pushes,2,994,hes,6,1.2069076547049917e-06,8695
base-coord0-eps+0.1,push,pushes,2,994,hes,7,5.014682074033772e-07,19227
base-coord0-eps+0.1,push,pushes,2,994,hes,8,5.747155000790372e-07,13643
base-coord0-eps+0.1,push,pushes,2,994,hes,9,1.0548224054218736e-06,9765
base-coord0-eps+0.1,push,pushes,2,994,hes,10,1.897033570230633e-07,17865
base-coord0-eps+0.1,push,pushes,2,994,hes,11,2.919520738942083e-06,5315
base-coord0-eps+0.1,push,pushes,2,994,hes,12,3.224477893581934e-07,19305
base-coord0-eps+0.1,push,pushes,2,994,hes,13,5.30266902387666e-07,17801
base-coord0-eps+0.1,push,pushes,2,994,hes,14,1.0882497569753014e-08,14200
base-coord0-eps+0.1,push,pushes,2,994,hes,15,7.648712198715657e-06,5148
base-coord0-eps+0.1,push,pushes,2,994,hes,16,1.9185203200322576e-05,1107
base-coord0-eps+0.1,push,pushes,2,994,hes,17,7.822112593203201e-07,9342
base-coord0-eps+0.1,push,pushes,2,994,hes,18,1.0058931820822181e-06,11040
base-coord0-eps+0.1,push,pushes,2,994,hes,19,1.2704812434094492e-05,2384
base-coord0-eps+0.1,push,pushes,2,994,hes,20,3.3751439332263544e-06,6767
base-coord0-eps+0.1,push,pushes,2,994,hes,21,2.224614036094863e-06,9024
base-coord0-eps+0.1,push,pushes,2,994,hes,22,1.7198051693867455e-07,20071
base-coord0-eps+0.1,push,pushes,2,994,hes,23,5.431698202329471e-09,30511
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,0,3.9323080613939965e-07,13317
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,1,2.4975436190288747e-06,11562
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,2,2.4390043108724058e-05,2648
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,3,1.7500604371889494e-05,3997
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,4,4.976541094947606e-05,1040
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,5,2.177096348532359e-06,9112
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,6,2.9947439088573446e-06,5376
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,7,3.081671366089722e-06,9284
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,8,1.0941559594357386e-05,3150
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,9,2.0820942154387012e-05,1788
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,10,0.00012518961739260703,508
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,11,0.0002559838176239282,449
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,12,4.249705852998886e-06,6112
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,13,1.3146949640940875e-05,3492
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,14,2.3797926473889675e-07,2429
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,15,9.403296644450165e-06,4668
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,16,5.9310173128324095e-06,2457
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,17,1.1700161621774896e-06,7838
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,18,1.9906831312255235e-06,8330
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,19,8.478319614368957e-06,3033
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,20,9.91065689959214e-07,11514
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,21,9.487395686846867e-07,12863
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,22,9.066098755283747e-06,2406
base-coord0-eps+0.1,push,pushed,0,17595,▁pushed,23,1.2025557225570083e-05,2298
base-coord0-eps+0.1,push,pushing,0,10766,▁push,0,1.7864778101284173e-07,18698
base-coord0-eps+0.1,push,pushing,0,10766,▁push,1,1.935266664077062e-05,4960
base-coord0-eps+0.1,push,pushing,0,10766,▁push,2,6.5094695855805185e-06,5866
base-coord0-eps+0.1,push,pushing,0,10766,▁push,3,6.947895144548966e-06,6910
base-coord0-eps+0.1,push,pushing,0,10766,▁push,4,2.593786848592572e-05,1583
base-coord0-eps+0.1,push,pushing,0,10766,▁push,5,7.14841517037712e-05,1740
base-coord0-eps+0.1,push,pushing,0,10766,▁push,6,4.863142294198042e-06,4124
base-coord0-eps+0.1,push,pushing,0,10766,▁push,7,1.089122179109836e-05,5019
base-coord0-eps+0.1,push,pushing,0,10766,▁push,8,3.037843998754397e-05,1724
base-coord0-eps+0.1,push,pushing,0,10766,▁push,9,5.360251452657394e-05,907
base-coord0-eps+0.1,push,pushing,0,10766,▁push,10,1.672205326030962e-05,1879
base-coord0-eps+0.1,push,pushing,0,10766,▁push,11,7.927174010546878e-05,994
base-coord0-eps+0.1,push,pushing,0,10766,▁push,12,0.000105231003544759,1317
base-coord0-eps+0.1,push,pushing,0,10766,▁push,13,2.8283488063607365e-05,2189
base-coord0-eps+0.1,push,pushing,0,10766,▁push,14,2.8490862291619123e-07,2127
base-coord0-eps+0.1,push,pushing,0,10766,▁push,15,0.00010943665984086692,968
base-coord0-eps+0.1,push,pushing,0,10766,▁push,16,5.161352419236209e-06,2717
base-coord0-eps+0.1,push,pushing,0,10766,▁push,17,5.169614723854465e-06,3806
base-coord0-eps+0.1,push,pushing,0,10766,▁push,18,5.824878462590277e-05,1371
base-coord0-eps+0.1,push,pushing,0,10766,▁push,19,7.699554771534167e-06,3203
base-coord0-eps+0.1,push,pushing,0,10766,▁push,20,4.820030881091952e-06,5772
base-coord0-eps+0.1,push,pushing,0,10766,▁push,21,1.2118703125452157e-05,4177
base-coord0-eps+0.1,push,pushing,0,10766,▁push,22,3.5116813705826644e-06,4587
base-coord0-eps+0.1,push,pushing,0,10766,▁push,23,4.676434855355183e-06,4075
base-coord0-eps+0.1,push,pushing,1,30,ing,0,2.5680046746856533e-06,5688
base-coord0-eps+0.1,push,pushing,1,30,ing,1,9.268997018807568e-07,16922
base-coord0-eps+0.1,push,pushing,1,30,ing,2,0.011402118019759655,11
base-coord0-eps+0.1,push,pushing,1,30,ing,3,4.014923615613952e-05,2291
base-coord0-eps+0.1,push,pushing,1,30,ing,4,5.575298018811736e-06,3945
base-coord0-eps+0.1,push,pushing,1,30,ing,5,8.186998456949368e-06,4972
base-coord0-eps+0.1,push,pushing,1,30,ing,6,0.00023175223032012582,252
base-coord0-eps+0.1,push,pushing,1,30,ing,7,1.529937253508251e-05,4104
base-coord0-eps+0.1,push,pushing,1,30,ing,8,5.5448301282012835e-05,1151
base-coord0-eps+0.1,push,pushing,1,30,ing,9,4.142089528613724e-05,1073
base-coord0-eps+0.1,push,pushing,1,30,ing,10,4.510093731369125e-06,4031
base-coord0-eps+0.1,push,pushing,1,30,ing,11,1.0957817721646279e-05,2794
base-coord0-eps+0.1,push,pushing,1,30,ing,12,3.4412869354127906e-06,6753
base-coord0-eps+0.1,push,pushing,1,30,ing,13,0.0001284731988562271,723
base-coord0-eps+0.1,push,pushing,1,30,ing,14,1.2112150216125883e-05,66
base-coord0-eps+0.1,push,pushing,1,30,ing,15,2.688631502678618e-05,2666
base-coord0-eps+0.1,push,pushing,1,30,ing,16,0.08534234017133713,3
base-coord0-eps+0.1,push,pushing,1,30,ing,17,7.616613970640174e-07,9447
base-coord0-eps+0.1,push,pushing,1,30,ing,18,4.243203420628561e-06,6011
base-coord0-eps+0.1,push,pushing,1,30,ing,19,0.000548693526070565,161
base-coord0-eps+0.1,push,pushing,1,30,ing,20,0.00012767352745868266,694
base-coord0-eps+0.1,push,pushing,1,30,ing,21,1.4845018995401915e-05,3756
base-coord0-eps+0.1,push,pushing,1,30,ing,22,0.0003938329464290291,157
base-coord0-eps+0.1,push,pushing,1,30,ing,23,1.831588269851636e-05,1717
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,0,2.0004115867777728e-05,2436
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,1,0.0005033124471083283,335
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,2,0.00011465924035292119,793
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,3,0.00011548065231181681,1029
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,4,0.000278425490250811,282
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,5,0.011916576884686947,1
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,6,0.003609943436458707,22
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,7,0.021046383306384087,1
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,8,0.0006344917346723378,174
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,9,0.00026755660655908287,260
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,10,0.00032219142303802073,257
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,11,0.0004886382375843823,279
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,12,0.03114517219364643,1
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,13,0.0008354268502444029,98
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,14,1.7447694062866503e-06,428
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,15,0.0010562761453911662,86
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,16,0.0010437631281092763,50
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,17,0.002597874728962779,15
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,18,0.00290967570617795,37
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,19,0.005814777221530676,21
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,20,0.010092664510011673,4
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,21,0.007571341935545206,12
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,22,0.0013424651697278023,49
base-coord0-eps+0.1,stone,stone,0,9557,▁stone,23,0.003721425775438547,28
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,0,7.321664725168375e-06,3746
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,1,0.00034218307700939476,516
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,2,1.4996936442912556e-05,3614
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,3,3.1107927497942e-05,2744
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,4,3.0303684980026446e-05,1428
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,5,8.206960774259642e-05,1614
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,6,1.5284214896382764e-05,2072
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,7,0.0006101814797148108,246
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,8,3.472658499958925e-05,1582
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,9,2.5483141143922694e-05,1566
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,10,6.893826503073797e-05,755
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,11,2.4789953386061825e-05,1881
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,12,0.0002325070818187669,741
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,13,1.5454945241799578e-05,3153
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,14,3.129000347712463e-08,8595
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,15,1.3890797163185198e-05,3834
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,16,0.0002704411162994802,152
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,17,0.0010595083003863692,45
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,18,0.0018525997875258327,68
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,19,0.00045850087190046906,196
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,20,0.002609562361612916,33
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,21,0.0017814598977565765,83
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,22,5.503171996679157e-05,676
base-coord0-eps+0.1,stone,stones,0,19056,▁stones,23,0.0004884270601905882,132
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,0,1.8705094362303498e-06,6482
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,1,9.711356688058004e-05,1735
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,2,1.0687339454307221e-05,4433
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,3,7.908131010481156e-06,6446
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,4,4.310708027333021e-05,1140
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,5,0.0009421651484444737,213
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,6,8.252536645159125e-05,600
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,7,0.0010860547190532088,136
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,8,0.0004247751785442233,237
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,9,0.00014257953444030136,433
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,10,7.130841549951583e-05,741
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,11,8.704914944246411e-05,933
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,12,0.0016835699789226055,92
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,13,0.00015383510617539287,613
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,14,1.545127759072784e-07,3253
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,15,0.00013177457731217146,823
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,16,0.00018918447312898934,192
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,17,0.0004831357509829104,98
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,18,0.0035056062042713165,27
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,19,0.0009388901526108384,110
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,20,0.0009158176253549755,104
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,21,0.0028750745113939047,49
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,22,0.0001391165133100003,308
base-coord0-eps+0.1,stone,rock,0,8500,▁rock,23,0.0004488643608056009,140
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,0,1.8705094362303498e-06,6482
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,1,9.711356688058004e-05,1735
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,2,1.0687339454307221e-05,4433
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,3,7.908131010481156e-06,6446
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,4,4.310708027333021e-05,1140
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,5,0.0009421651484444737,213
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,6,8.252536645159125e-05,600
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,7,0.0010860547190532088,136
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,8,0.0004247751785442233,237
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,9,0.00014257953444030136,433
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,10,7.130841549951583e-05,741
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,11,8.704914944246411e-05,933
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,12,0.0016835699789226055,92
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,13,0.00015383510617539287,613
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,14,1.545127759072784e-07,3253
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,15,0.00013177457731217146,823
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,16,0.00018918447312898934,192
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,17,0.0004831357509829104,98
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,18,0.0035056062042713165,27
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,19,0.0009388901526108384,110
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,20,0.0009158176253549755,104
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,21,0.0028750745113939047,49
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,22,0.0001391165133100003,308
base-coord0-eps+0.1,stone,rocks,0,8500,▁rock,23,0.0004488643608056009,140
base-coord0-eps+0.1,stone,rocks,1,28561,s,0,4.369137604953721e-05,1564
base-coord0-eps+0.1,stone,rocks,1,28561,s,1,0.0003742969420272857,478
base-coord0-eps+0.1,stone,rocks,1,28561,s,2,0.0057218498550355434,29
base-coord0-eps+0.1,stone,rocks,1,28561,s,3,0.0005706609808839858,241
base-coord0-eps+0.1,stone,rocks,1,28561,s,4,3.5449058941594558e-06,5019
base-coord0-eps+0.1,stone,rocks,1,28561,s,5,3.5205765414048074e-08,29151
base-coord0-eps+0.1,stone,rocks,1,28561,s,6,1.571731991134584e-05,2040
base-coord0-eps+0.1,stone,rocks,1,28561,s,7,0.0010022484930232167,151
base-coord0-eps+0.1,stone,rocks,1,28561,s,8,3.1166866392595693e-05,1690
base-coord0-eps+0.1,stone,rocks,1,28561,s,9,5.944879740127362e-05,834
base-coord0-eps+0.1,stone,rocks,1,28561,s,10,0.0010125641711056232,110
base-coord0-eps+0.1,stone,rocks,1,28561,s,11,2.5540201022522524e-05,1862
base-coord0-eps+0.1,stone,rocks,1,28561,s,12,5.914085932090529e-08,27699
base-coord0-eps+0.1,stone,rocks,1,28561,s,13,7.422662747558206e-05,1122
base-coord0-eps+0.1,stone,rocks,1,28561,s,14,0.9917383790016174,1
base-coord0-eps+0.1,stone,rocks,1,28561,s,15,1.846734812716022e-05,3303
base-coord0-eps+0.1,stone,rocks,1,28561,s,16,0.00035603163996711373,119
base-coord0-eps+0.1,stone,rocks,1,28561,s,17,4.023716428491753e-06,4329
base-coord0-eps+0.1,stone,rocks,1,28561,s,18,5.3406918596010655e-05,1464
base-coord0-eps+0.1,stone,rocks,1,28561,s,19,0.00011910716420970857,527
base-coord0-eps+0.1,stone,rocks,1,28561,s,20,8.787091792328283e-05,952
base-coord0-eps+0.1,stone,rocks,1,28561,s,21,0.000437617622083053,361
base-coord0-eps+0.1,stone,rocks,1,28561,s,22,0.010080138221383095,11
base-coord0-eps+0.1,stone,rocks,1,28561,s,23,5.022958794143051e-05,818
base-coord0-eps+0.1,stone,boulder,0,34,▁b,0,0.00012086774950148538,779
base-coord0-eps+0.1,stone,boulder,0,34,▁b,1,0.0012125087669119239,110
base-coord0-eps+0.1,stone,boulder,0,34,▁b,2,0.0001419240579707548,654
base-coord0-eps+0.1,stone,boulder,0,34,▁b,3,0.00019145866099279374,678
base-coord0-eps+0.1,stone,boulder,0,34,▁b,4,0.00023292581317946315,330
base-coord0-eps+0.1,stone,boulder,0,34,▁b,5,0.0031335726380348206,44
base-coord0-eps+0.1,stone,boulder,0,34,▁b,6,0.0063987658359110355,15
base-coord0-eps+0.1,stone,boulder,0,34,▁b,7,0.00240508234128356,69
base-coord0-eps+0.1,stone,boulder,0,34,▁b,8,0.0016704845475032926,70
base-coord0-eps+0.1,stone,boulder,0,34,▁b,9,0.0005027829320169985,162
base-coord0-eps+0.1,stone,boulder,0,34,▁b,10,0.00034937530290335417,244
base-coord0-eps+0.1,stone,boulder,0,34,▁b,11,0.0004964906256645918,275
base-coord0-eps+0.1,stone,boulder,0,34,▁b,12,0.0024485266767442226,46
base-coord0-eps+0.1,stone,boulder,0,34,▁b,13,0.0007737090345472097,112
base-coord0-eps+0.1,stone,boulder,0,34,▁b,14,5.134577804710716e-06,152
base-coord0-eps+0.1,stone,boulder,0,34,▁b,15,0.0010753660462796688,83
base-coord0-eps+0.1,stone,boulder,0,34,▁b,16,0.0007618461386300623,62
base-coord0-eps+0.1,stone,boulder,0,34,▁b,17,0.0005662139155901968,84
base-coord0-eps+0.1,stone,boulder,0,34,▁b,18,0.0017646587220951915,70
