2026/09/04 21:09:03.057, NVIDIA GeForce RTX 3090, P8, 270.00 W, 41.26 W, 42, 1 MiB, 24576 MiB, 0 %
2026/09/05 01:16:44.955, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.65 W, 73, 5502 MiB, 24576 MiB, 30 %
2026/09/05 01:16:54.956, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.51 W, 73, 5502 MiB, 24576 MiB, 49 %
2026/09/05 01:17:04.957, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.98 W, 71, 5502 MiB, 24576 MiB, 4 %
2026/09/05 01:17:14.958, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.23 W, 72, 5502 MiB, 24576 MiB, 31 %
2026/09/05 01:17:24.960, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.80 W, 73, 5502 MiB, 24576 MiB, 14 %
2026/09/05 01:17:34.961, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.92 W, 70, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:17:44.963, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.73 W, 73, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:17:54.965, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.05 W, 72, 5502 MiB, 24576 MiB, 6 %
2026/09/05 01:18:04.966, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.05 W, 74, 5502 MiB, 24576 MiB, 0 %
2026/09/05 01:18:14.967, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.98 W, 72, 5502 MiB, 24576 MiB, 35 %
2026/09/05 01:18:24.969, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.23 W, 73, 5502 MiB, 24576 MiB, 49 %
2026/09/05 01:18:34.970, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.11 W, 72, 5502 MiB, 24576 MiB, 44 %
2026/09/05 01:18:44.971, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.38 W, 74, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:18:54.972, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.89 W, 71, 5502 MiB, 24576 MiB, 4 %
2026/09/05 01:19:04.974, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.86 W, 73, 5502 MiB, 24576 MiB, 46 %
2026/09/05 01:19:14.975, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.52 W, 73, 5502 MiB, 24576 MiB, 51 %
2026/09/05 01:19:24.976, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.36 W, 74, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:19:34.977, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.10 W, 73, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:19:44.978, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.23 W, 72, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:19:54.979, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.42 W, 72, 5502 MiB, 24576 MiB, 44 %
2026/09/05 01:20:04.981, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.01 W, 74, 5502 MiB, 24576 MiB, 41 %
2026/09/05 01:20:14.982, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.73 W, 72, 5502 MiB, 24576 MiB, 33 %
2026/09/05 01:20:24.984, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.86 W, 71, 5502 MiB, 24576 MiB, 42 %
2026/09/05 01:20:34.985, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.67 W, 74, 5502 MiB, 24576 MiB, 49 %
2026/09/05 01:20:44.986, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.37 W, 72, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:20:54.987, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.21 W, 73, 5502 MiB, 24576 MiB, 30 %
2026/09/05 01:21:04.988, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.86 W, 74, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:21:14.989, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.32 W, 73, 5502 MiB, 24576 MiB, 30 %
2026/09/05 01:21:24.991, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.98 W, 74, 5502 MiB, 24576 MiB, 4 %
2026/09/05 01:21:34.992, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.19 W, 72, 5502 MiB, 24576 MiB, 27 %
2026/09/05 01:21:44.993, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.98 W, 73, 5502 MiB, 24576 MiB, 30 %
2026/09/05 01:21:54.994, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.26 W, 73, 5502 MiB, 24576 MiB, 41 %
2026/09/05 01:22:04.995, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.12 W, 72, 5502 MiB, 24576 MiB, 30 %
2026/09/05 01:22:14.997, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.16 W, 72, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:22:24.998, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.77 W, 73, 5502 MiB, 24576 MiB, 43 %
2026/09/05 01:22:34.999, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.02 W, 73, 5502 MiB, 24576 MiB, 30 %
2026/09/05 01:22:45.001, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.93 W, 72, 5502 MiB, 24576 MiB, 6 %
2026/09/05 01:22:55.002, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.33 W, 73, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:23:05.003, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.40 W, 72, 5502 MiB, 24576 MiB, 29 %
2026/09/05 01:23:15.004, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.31 W, 73, 5502 MiB, 24576 MiB, 32 %
2026/09/05 01:23:25.005, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.68 W, 72, 5502 MiB, 24576 MiB, 0 %
2026/09/05 01:23:35.006, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.34 W, 74, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:23:45.008, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.51 W, 72, 5502 MiB, 24576 MiB, 13 %
2026/09/05 01:23:55.009, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.72 W, 72, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:24:05.010, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.88 W, 73, 5502 MiB, 24576 MiB, 12 %
2026/09/05 01:24:15.011, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.43 W, 70, 5502 MiB, 24576 MiB, 3 %
2026/09/05 01:24:25.013, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.36 W, 72, 5502 MiB, 24576 MiB, 30 %
2026/09/05 01:24:35.014, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.15 W, 72, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:24:45.015, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.33 W, 73, 5502 MiB, 24576 MiB, 32 %
2026/09/05 01:24:55.016, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.47 W, 71, 5502 MiB, 24576 MiB, 4 %
2026/09/05 01:25:05.018, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.39 W, 73, 5502 MiB, 24576 MiB, 53 %
2026/09/05 01:25:15.019, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.36 W, 73, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:25:25.020, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.08 W, 74, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:25:35.021, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.68 W, 71, 5502 MiB, 24576 MiB, 0 %
2026/09/05 01:25:45.022, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.94 W, 74, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:25:55.024, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.59 W, 74, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:26:05.025, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.28 W, 73, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:26:15.026, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.43 W, 71, 5502 MiB, 24576 MiB, 0 %
2026/09/05 01:26:25.027, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.43 W, 73, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:26:35.029, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.86 W, 72, 5502 MiB, 24576 MiB, 27 %
2026/09/05 01:26:45.030, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.46 W, 73, 5502 MiB, 24576 MiB, 20 %
2026/09/05 01:26:55.031, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.21 W, 72, 5502 MiB, 24576 MiB, 5 %
2026/09/05 01:27:05.032, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.95 W, 73, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:27:15.033, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.75 W, 73, 5502 MiB, 24576 MiB, 48 %
2026/09/05 01:27:25.035, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.05 W, 74, 5502 MiB, 24576 MiB, 0 %
2026/09/05 01:27:35.036, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.67 W, 71, 5502 MiB, 24576 MiB, 47 %
2026/09/05 01:27:45.037, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.17 W, 73, 5502 MiB, 24576 MiB, 43 %
2026/09/05 01:27:55.038, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.42 W, 73, 5502 MiB, 24576 MiB, 42 %
2026/09/05 01:28:05.040, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.53 W, 73, 5502 MiB, 24576 MiB, 31 %
2026/09/05 01:28:15.041, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.25 W, 71, 5502 MiB, 24576 MiB, 0 %
2026/09/05 01:28:25.042, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.68 W, 74, 6004 MiB, 24576 MiB, 41 %
2026/09/05 01:28:35.043, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.03 W, 73, 6004 MiB, 24576 MiB, 20 %
2026/09/05 01:28:45.044, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.10 W, 71, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:28:55.046, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.10 W, 74, 6004 MiB, 24576 MiB, 49 %
2026/09/05 01:29:05.047, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.97 W, 71, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:29:15.048, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.93 W, 73, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:29:25.049, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.19 W, 72, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:29:35.050, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.37 W, 73, 6004 MiB, 24576 MiB, 20 %
2026/09/05 01:29:45.052, NVIDIA GeForce RTX 3090, P2, 270.00 W, 211.35 W, 71, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:29:55.053, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.30 W, 72, 6004 MiB, 24576 MiB, 18 %
2026/09/05 01:30:05.054, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.80 W, 72, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:30:15.055, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.13 W, 73, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:30:25.056, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.48 W, 74, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:30:35.057, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.93 W, 72, 6004 MiB, 24576 MiB, 6 %
2026/09/05 01:30:45.059, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.50 W, 74, 6004 MiB, 24576 MiB, 21 %
2026/09/05 01:30:55.060, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.01 W, 72, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:31:05.061, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.57 W, 74, 6004 MiB, 24576 MiB, 43 %
2026/09/05 01:31:15.062, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.00 W, 71, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:31:25.063, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.66 W, 72, 6004 MiB, 24576 MiB, 11 %
2026/09/05 01:31:35.064, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.68 W, 73, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:31:45.066, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.16 W, 73, 6004 MiB, 24576 MiB, 39 %
2026/09/05 01:31:55.067, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.42 W, 73, 6004 MiB, 24576 MiB, 32 %
2026/09/05 01:32:05.068, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.07 W, 74, 6004 MiB, 24576 MiB, 7 %
2026/09/05 01:32:15.069, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.65 W, 73, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:32:25.070, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.03 W, 73, 6004 MiB, 24576 MiB, 23 %
2026/09/05 01:32:35.071, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.88 W, 73, 6004 MiB, 24576 MiB, 37 %
2026/09/05 01:32:45.073, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.98 W, 72, 6004 MiB, 24576 MiB, 15 %
2026/09/05 01:32:55.074, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.19 W, 71, 6004 MiB, 24576 MiB, 26 %
2026/09/05 01:33:05.075, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.57 W, 72, 6004 MiB, 24576 MiB, 33 %
2026/09/05 01:33:15.076, NVIDIA GeForce RTX 3090, P2, 270.00 W, 208.74 W, 72, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:33:25.077, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.49 W, 74, 6004 MiB, 24576 MiB, 6 %
2026/09/05 01:33:35.079, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.51 W, 72, 6004 MiB, 24576 MiB, 40 %
2026/09/05 01:33:45.080, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.20 W, 73, 6004 MiB, 24576 MiB, 35 %
2026/09/05 01:33:55.081, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.15 W, 74, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:34:05.082, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.50 W, 71, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:34:15.084, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.71 W, 72, 6004 MiB, 24576 MiB, 38 %
2026/09/05 01:34:25.085, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.55 W, 72, 6004 MiB, 24576 MiB, 20 %
2026/09/05 01:34:35.086, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.32 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:34:45.087, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.69 W, 72, 6004 MiB, 24576 MiB, 33 %
2026/09/05 01:34:55.088, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.07 W, 73, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:35:05.089, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.23 W, 73, 6004 MiB, 24576 MiB, 15 %
2026/09/05 01:35:15.091, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.70 W, 73, 6004 MiB, 24576 MiB, 23 %
2026/09/05 01:35:25.092, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.00 W, 73, 6004 MiB, 24576 MiB, 4 %
2026/09/05 01:35:35.093, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.58 W, 71, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:35:45.094, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.15 W, 73, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:35:55.096, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.84 W, 72, 6004 MiB, 24576 MiB, 50 %
2026/09/05 01:36:05.097, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.49 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:36:15.098, NVIDIA GeForce RTX 3090, P2, 270.00 W, 208.63 W, 71, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:36:25.099, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.66 W, 73, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:36:35.100, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.35 W, 72, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:36:45.102, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.50 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:36:55.103, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.92 W, 71, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:37:05.104, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.15 W, 72, 6004 MiB, 24576 MiB, 44 %
2026/09/05 01:37:15.105, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.50 W, 73, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:37:25.107, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.29 W, 72, 6004 MiB, 24576 MiB, 50 %
2026/09/05 01:37:35.108, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.52 W, 74, 6004 MiB, 24576 MiB, 46 %
2026/09/05 01:37:45.109, NVIDIA GeForce RTX 3090, P2, 270.00 W, 211.43 W, 71, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:37:55.110, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.62 W, 74, 6004 MiB, 24576 MiB, 14 %
2026/09/05 01:38:05.112, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.46 W, 72, 6004 MiB, 24576 MiB, 17 %
2026/09/05 01:38:15.113, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.37 W, 71, 6004 MiB, 24576 MiB, 49 %
2026/09/05 01:38:25.114, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.06 W, 73, 6004 MiB, 24576 MiB, 3 %
2026/09/05 01:38:35.115, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.77 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:38:45.116, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.43 W, 71, 6004 MiB, 24576 MiB, 5 %
2026/09/05 01:38:55.118, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.45 W, 73, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:39:05.119, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.32 W, 72, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:39:15.120, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.73 W, 74, 6004 MiB, 24576 MiB, 38 %
2026/09/05 01:39:25.122, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.15 W, 73, 6004 MiB, 24576 MiB, 7 %
2026/09/05 01:39:35.123, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.53 W, 72, 6004 MiB, 24576 MiB, 28 %
2026/09/05 01:39:45.124, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.24 W, 73, 6004 MiB, 24576 MiB, 46 %
2026/09/05 01:39:55.126, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.81 W, 73, 6004 MiB, 24576 MiB, 46 %
2026/09/05 01:40:05.127, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.19 W, 73, 6004 MiB, 24576 MiB, 36 %
2026/09/05 01:40:15.128, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.40 W, 71, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:40:25.130, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.85 W, 72, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:40:35.131, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.50 W, 73, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:40:45.132, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.74 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:40:55.133, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.60 W, 71, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:41:05.134, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.71 W, 73, 6004 MiB, 24576 MiB, 28 %
2026/09/05 01:41:15.136, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.43 W, 72, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:41:25.137, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.75 W, 73, 6004 MiB, 24576 MiB, 25 %
2026/09/05 01:41:35.138, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.66 W, 73, 6004 MiB, 24576 MiB, 38 %
2026/09/05 01:41:45.139, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.95 W, 72, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:41:55.141, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.98 W, 72, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:42:05.142, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.19 W, 73, 6004 MiB, 24576 MiB, 50 %
2026/09/05 01:42:15.143, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.01 W, 73, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:42:25.144, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.55 W, 74, 6004 MiB, 24576 MiB, 40 %
2026/09/05 01:42:35.145, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.22 W, 72, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:42:45.146, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.90 W, 73, 6004 MiB, 24576 MiB, 46 %
2026/09/05 01:42:55.148, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.24 W, 73, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:43:05.149, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.18 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:43:15.150, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.81 W, 73, 6004 MiB, 24576 MiB, 41 %
2026/09/05 01:43:25.151, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.49 W, 72, 6004 MiB, 24576 MiB, 5 %
2026/09/05 01:43:35.153, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.11 W, 72, 6004 MiB, 24576 MiB, 50 %
2026/09/05 01:43:45.154, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.12 W, 72, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:43:55.155, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.32 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:44:05.156, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.11 W, 73, 6004 MiB, 24576 MiB, 8 %
2026/09/05 01:44:15.157, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.75 W, 72, 6004 MiB, 24576 MiB, 1 %
2026/09/05 01:44:25.158, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.54 W, 73, 6004 MiB, 24576 MiB, 35 %
2026/09/05 01:44:35.160, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.33 W, 73, 6004 MiB, 24576 MiB, 47 %
2026/09/05 01:44:45.161, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.51 W, 73, 6004 MiB, 24576 MiB, 8 %
2026/09/05 01:44:55.162, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.97 W, 72, 6004 MiB, 24576 MiB, 6 %
2026/09/05 01:45:05.163, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.14 W, 73, 6004 MiB, 24576 MiB, 50 %
2026/09/05 01:45:15.164, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.79 W, 73, 6004 MiB, 24576 MiB, 46 %
2026/09/05 01:45:25.166, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.02 W, 73, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:45:35.167, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.00 W, 71, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:45:45.168, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.32 W, 73, 6004 MiB, 24576 MiB, 49 %
2026/09/05 01:45:55.170, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.64 W, 71, 6004 MiB, 24576 MiB, 28 %
2026/09/05 01:46:05.171, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.92 W, 74, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:46:15.172, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.65 W, 71, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:46:25.173, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.07 W, 73, 6004 MiB, 24576 MiB, 43 %
2026/09/05 01:46:35.175, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.40 W, 71, 6004 MiB, 24576 MiB, 24 %
2026/09/05 01:46:45.176, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.33 W, 73, 6004 MiB, 24576 MiB, 30 %
2026/09/05 01:46:55.177, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.42 W, 73, 6004 MiB, 24576 MiB, 49 %
2026/09/05 01:47:05.179, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.22 W, 71, 6004 MiB, 24576 MiB, 0 %
2026/09/05 01:47:15.180, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.55 W, 73, 6004 MiB, 24576 MiB, 28 %
2026/09/05 01:47:25.182, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.24 W, 72, 6004 MiB, 24576 MiB, 24 %
2026/09/05 01:47:35.183, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.58 W, 72, 6004 MiB, 24576 MiB, 33 %
2026/09/05 01:47:45.185, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.48 W, 72, 6004 MiB, 24576 MiB, 31 %
2026/09/05 01:47:55.186, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.83 W, 72, 6004 MiB, 24576 MiB, 31 %
2026/09/05 01:48:05.188, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.15 W, 73, 6004 MiB, 24576 MiB, 48 %
2026/09/05 01:48:15.189, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.91 W, 72, 6004 MiB, 24576 MiB, 46 %
