2026/09/04 11:35:51.814, NVIDIA GeForce RTX 3090, 270.00 W, 168.26 W, 68, 1 MiB, 24576 MiB, 0 %
2026/09/04 11:42:29.942, NVIDIA GeForce RTX 3090, 270.00 W, 218.50 W, 73, 5206 MiB, 24576 MiB, 19 %
2026/09/04 11:42:31.942, NVIDIA GeForce RTX 3090, 270.00 W, 220.82 W, 73, 5206 MiB, 24576 MiB, 47 %
2026/09/04 11:42:33.943, NVIDIA GeForce RTX 3090, 270.00 W, 196.74 W, 70, 5206 MiB, 24576 MiB, 32 %
2026/09/04 11:42:35.944, NVIDIA GeForce RTX 3090, 270.00 W, 211.40 W, 73, 5206 MiB, 24576 MiB, 31 %
2026/09/04 11:42:37.944, NVIDIA GeForce RTX 3090, 270.00 W, 218.29 W, 73, 5206 MiB, 24576 MiB, 37 %
2026/09/04 11:42:39.945, NVIDIA GeForce RTX 3090, 270.00 W, 206.46 W, 72, 5206 MiB, 24576 MiB, 6 %
2026/09/04 11:42:41.946, NVIDIA GeForce RTX 3090, 270.00 W, 212.69 W, 72, 5206 MiB, 24576 MiB, 35 %
2026/09/04 11:42:43.946, NVIDIA GeForce RTX 3090, 270.00 W, 206.85 W, 71, 5206 MiB, 24576 MiB, 48 %
2026/09/04 11:42:45.947, NVIDIA GeForce RTX 3090, 270.00 W, 218.02 W, 71, 5206 MiB, 24576 MiB, 33 %
2026/09/04 11:42:47.948, NVIDIA GeForce RTX 3090, 270.00 W, 229.02 W, 72, 5206 MiB, 24576 MiB, 14 %
2026/09/04 11:42:49.948, NVIDIA GeForce RTX 3090, 270.00 W, 222.16 W, 72, 5206 MiB, 24576 MiB, 44 %
2026/09/04 11:42:51.949, NVIDIA GeForce RTX 3090, 270.00 W, 224.48 W, 72, 5206 MiB, 24576 MiB, 50 %
2026/09/04 11:42:53.949, NVIDIA GeForce RTX 3090, 270.00 W, 215.47 W, 72, 5206 MiB, 24576 MiB, 54 %
2026/09/04 11:42:55.950, NVIDIA GeForce RTX 3090, 270.00 W, 232.21 W, 71, 5206 MiB, 24576 MiB, 23 %
2026/09/04 11:42:57.951, NVIDIA GeForce RTX 3090, 270.00 W, 230.38 W, 72, 5206 MiB, 24576 MiB, 22 %
2026/09/04 11:42:59.951, NVIDIA GeForce RTX 3090, 270.00 W, 229.26 W, 73, 5206 MiB, 24576 MiB, 47 %
2026/09/04 11:43:01.952, NVIDIA GeForce RTX 3090, 270.00 W, 214.91 W, 71, 5206 MiB, 24576 MiB, 47 %
2026/09/04 11:43:03.952, NVIDIA GeForce RTX 3090, 270.00 W, 169.55 W, 68, 5206 MiB, 24576 MiB, 8 %
